,name,resource,category,homepage,description,projectrank,show,license,labels,github_id,github_url,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,release_count,contributor_count,pypi_id,conda_id,dependent_project_count,github_dependent_project_count,pypi_url,pypi_latest_release_published_at,pypi_dependent_project_count,pypi_monthly_downloads,monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,projectrank_placing,dockerhub_id,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,github_release_downloads,maven_id,maven_url,maven_latest_release_published_at,maven_dependent_project_count,trending,npm_id,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,gitlab_id,gitlab_url,updated_github_id,docs_url,ignore
59,TorchANI,,ml-iap,https://github.com/aiqm/torchani,Accurate Neural Network Potential on PyTorch.,24,False,MIT,,aiqm/torchani,https://github.com/aiqm/torchani,2018-04-02 15:43:04,2025-03-25 16:01:17.484000,2023-11-14 16:32:59,434.0,,135.0,29.0,485.0,24.0,150.0,490.0,2023-11-14 16:41:14.000,2.2.4,24.0,19.0,torchani,conda-forge/torchani,61.0,57.0,https://pypi.org/project/torchani,2023-11-14 16:41:14.000,4.0,6240.0,20421.0,https://anaconda.org/conda-forge/torchani,2025-03-25 16:01:17.484,794163.0,1.0,,,,,,,,,,,,,,,,,,,,,
60,DScribe,,rep-eng,https://github.com/SINGROUP/dscribe,DScribe is a python package for creating machine learning descriptors for atomistic systems.,24,True,Apache-2.0,,SINGROUP/dscribe,https://github.com/SINGROUP/dscribe,2017-05-08 08:29:51,2025-03-25 16:00:54.629000,2024-05-28 18:24:28,1288.0,,91.0,17.0,27.0,9.0,93.0,425.0,2024-05-28 18:22:25.000,2.1.1,32.0,18.0,dscribe,conda-forge/dscribe,270.0,235.0,https://pypi.org/project/dscribe,2024-05-28 18:22:25.000,35.0,36902.0,40418.0,https://anaconda.org/conda-forge/dscribe,2025-03-25 16:00:54.629,200434.0,1.0,,,,,,,,,,,,,,,,,,,,,
61,QUIP,,general-tool,https://github.com/libAtoms/QUIP,libAtoms/QUIP molecular dynamics framework: https://libatoms.github.io.,24,True,GPL-2.0,"['md', 'ml-iap', 'rep-eng', 'lang-fortran']",libAtoms/QUIP,https://github.com/libAtoms/QUIP,2013-07-02 15:21:59,2024-09-27 15:26:55.000000,2024-09-27 15:18:25,10866.0,,125.0,24.0,177.0,109.0,368.0,362.0,2023-06-15 19:54:01.129,0.9.14,15.0,85.0,quippy-ase,,50.0,46.0,https://pypi.org/project/quippy-ase,2023-01-15 16:54:03.041,4.0,4102.0,4184.0,,,,2.0,libatomsquip/quip,https://hub.docker.com/r/libatomsquip/quip,2023-04-24 21:25:17.345957,4.0,10150.0,754.0,,,,,,,,,,,,,,,
62,JARVIS-Tools,,general-tool,https://github.com/usnistgov/jarvis,JARVIS-Tools: an open-source software package for data-driven atomistic materials design. Publications:..,24,True,https://github.com/usnistgov/jarvis/blob/master/LICENSE.rst,,usnistgov/jarvis,https://github.com/usnistgov/jarvis,2017-06-22 19:34:02,2025-03-25 16:01:28.108000,2024-11-20 04:56:19,2110.0,,130.0,25.0,239.0,47.0,45.0,336.0,2024-11-20 04:57:29.000,2024.10.30,112.0,15.0,jarvis-tools,conda-forge/jarvis-tools,152.0,121.0,https://pypi.org/project/jarvis-tools,2024-11-20 04:06:09.000,31.0,23007.0,24818.0,https://anaconda.org/conda-forge/jarvis-tools,2025-03-25 16:01:28.108,97811.0,2.0,,,,,,,,,,,,,,,,,,,,,
63,dpdata,,data-structures,https://github.com/deepmodeling/dpdata,A Python package for manipulating atomistic data of software in computational science.,24,True,LGPL-3.0,,deepmodeling/dpdata,https://github.com/deepmodeling/dpdata,2019-04-12 13:24:23,2025-04-09 00:50:12.000000,2025-03-20 03:30:40,813.0,26.0,138.0,8.0,560.0,35.0,89.0,208.0,2025-03-20 03:32:07.000,0.2.24,51.0,63.0,dpdata,deepmodeling/dpdata,179.0,139.0,https://pypi.org/project/dpdata,2025-03-20 03:32:07.000,40.0,16690.0,16696.0,https://anaconda.org/deepmodeling/dpdata,2025-03-25 16:24:58.046,279.0,1.0,,,,,,,,,,,,,,,,,,,,,
64,MACE,,ml-iap,https://github.com/ACEsuit/mace,MACE - Fast and accurate machine learning interatomic potentials with higher order equivariant message passing.,23,True,MIT,,ACEsuit/mace,https://github.com/ACEsuit/mace,2022-06-21 18:44:34,2025-04-09 23:04:31.000000,2025-03-28 13:24:14,1238.0,155.0,257.0,24.0,338.0,81.0,290.0,673.0,2025-03-16 00:50:31.000,0.3.12,13.0,53.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
65,MEGNet,,ml-iap,https://github.com/materialsvirtuallab/megnet,Graph Networks as a Universal Machine Learning Framework for Molecules and Crystals.,23,False,BSD-3-Clause,['multifidelity'],materialsvirtuallab/megnet,https://github.com/materialsvirtuallab/megnet,2018-12-12 21:31:28,2023-04-27 02:39:17.000000,2023-04-27 02:39:17,1146.0,,152.0,23.0,314.0,21.0,57.0,523.0,2022-11-16 21:25:01.818,1.3.2,37.0,14.0,megnet,,95.0,91.0,https://pypi.org/project/megnet,2022-11-16 21:25:01.818,4.0,1449.0,1449.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,
66,TorchMD-NET,,ml-iap,https://github.com/torchmd/torchmd-net,Training neural network potentials.,23,True,MIT,"['md', 'rep-learn', 'transformer', 'pretrained']",torchmd/torchmd-net,https://github.com/torchmd/torchmd-net,2021-04-09 16:16:32,2025-04-07 10:52:46.192000,2025-04-07 07:34:48,1401.0,101.0,83.0,6.0,241.0,44.0,88.0,393.0,2025-04-07 09:10:48.000,2.4.9,34.0,17.0,,conda-forge/torchmd-net,,,,,,,22936.0,https://anaconda.org/conda-forge/torchmd-net,2025-04-07 10:52:46.192,412808.0,1.0,,,,,,67.0,,,,,,,,,,,,,,,
67,DP-GEN,,active-learning,https://github.com/deepmodeling/dpgen,The deep potential generator to generate a deep-learning based model of interatomic potential energy and force field.,23,True,LGPL-3.0,"['ml-iap', 'md', 'workflows']",deepmodeling/dpgen,https://github.com/deepmodeling/dpgen,2019-06-13 11:43:56,2025-04-09 00:40:16.000000,2025-02-21 06:05:03,2168.0,7.0,176.0,10.0,882.0,53.0,274.0,335.0,2025-02-21 06:06:33.000,0.13.1,20.0,69.0,dpgen,deepmodeling/dpgen,10.0,8.0,https://pypi.org/project/dpgen,2025-02-21 06:06:33.000,2.0,940.0,974.0,https://anaconda.org/deepmodeling/dpgen,2025-03-25 16:24:58.041,227.0,1.0,,,,,,1928.0,,,,,,,,,,,,,,,
68,pymatviz,,visualization,https://github.com/janosh/pymatviz,A toolkit for visualizations in materials informatics.,23,True,MIT,"['general-tool', 'probabilistic']",janosh/pymatviz,https://github.com/janosh/pymatviz,2021-02-21 12:40:34,2025-04-08 20:01:10.000000,2025-04-08 20:00:52,445.0,41.0,23.0,6.0,233.0,12.0,47.0,206.0,2025-01-28 18:42:29.000,0.15.1,35.0,11.0,pymatviz,,27.0,21.0,https://pypi.org/project/pymatviz,2025-01-28 18:42:29.000,6.0,9204.0,9204.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,
69,Crystal Toolkit,,visualization,https://github.com/materialsproject/crystaltoolkit,Crystal Toolkit is a framework for building web apps for materials science and is currently powering the new Materials..,23,True,MIT,,materialsproject/crystaltoolkit,https://github.com/materialsproject/crystaltoolkit,2017-07-25 21:06:36,2025-04-07 18:53:18.000000,2025-03-05 02:59:20,3293.0,9.0,60.0,8.0,331.0,61.0,63.0,167.0,2024-10-22 23:25:31.000,2024.10.22,62.0,31.0,crystal-toolkit,,52.0,42.0,https://pypi.org/project/crystal-toolkit,2025-01-25 00:22:00.000,10.0,2796.0,2796.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,
70,SevenNet,,uip,https://github.com/MDIL-SNU/SevenNet,SevenNet - a graph neural network interatomic potential package supporting efficient multi-GPU parallel molecular..,23,True,GPL-3.0,"['ml-iap', 'md', 'pretrained']",MDIL-SNU/SevenNet,https://github.com/MDIL-SNU/SevenNet,2023-02-16 06:31:53,2025-04-09 04:20:59.000000,2025-04-09 04:20:59,976.0,103.0,25.0,5.0,124.0,10.0,42.0,164.0,2025-03-17 05:24:18.000,0.11.0,14.0,16.0,sevenn,,23.0,13.0,https://pypi.org/project/sevenn,2025-03-17 05:24:18.000,10.0,13763.0,13807.0,,,,2.0,,,,,,929.0,,,,,,,,,,,,,,,
71,Best-of Machine Learning with Python,,community,https://github.com/ml-tooling/best-of-ml-python,A ranked list of awesome machine learning Python libraries. Updated weekly.,22,True,CC-BY-4.0,"['general-ml', 'lang-py']",ml-tooling/best-of-ml-python,https://github.com/ml-tooling/best-of-ml-python,2020-11-29 19:41:36,2025-04-10 15:16:03.000000,2025-04-03 15:24:20,563.0,26.0,2667.0,430.0,307.0,27.0,34.0,19914.0,2025-04-03 15:24:27.000,2025.04.03,100.0,52.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
72,exmol,,xai,https://github.com/ur-whitelab/exmol,Explainer for black box models that predict molecule properties.,22,True,MIT,,ur-whitelab/exmol,https://github.com/ur-whitelab/exmol,2021-08-03 17:56:06,2025-04-06 13:00:55.000000,2025-04-06 12:21:18,202.0,10.0,44.0,7.0,86.0,7.0,65.0,327.0,2025-03-21 16:27:18.000,3.2.2,31.0,9.0,exmol,,28.0,25.0,https://pypi.org/project/exmol,2025-03-21 16:27:18.000,3.0,3705.0,3705.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,
73,Metatensor,,data-structures,https://github.com/metatensor/metatensor,Self-describing sparse tensor data format for atomistic machine learning and beyond.,22,True,BSD-3-Clause,"['ml-iap', 'md', 'lang-rust', 'lang-c', 'lang-cpp', 'lang-py']",metatensor/metatensor,https://github.com/metatensor/metatensor,2022-03-01 15:58:28,2025-04-10 15:37:37.000000,2025-04-10 15:36:59,943.0,68.0,20.0,15.0,651.0,84.0,170.0,65.0,2025-04-10 15:56:21.000,metatensor-torch-v0.7.5,62.0,29.0,metatensor,,13.0,13.0,https://pypi.org/project/metatensor,2024-01-26 17:26:59.000,,1153.0,3582.0,,,,2.0,,,,,,43731.0,,,,,,,,,,,,,,,
74,GPUMD,,md,https://github.com/brucefan1983/GPUMD,GPUMD is a highly efficient general-purpose molecular dynamic (MD) package and enables machine-learned potentials..,21,True,GPL-3.0,"['ml-iap', 'lang-cpp', 'electrostatics']",brucefan1983/GPUMD,https://github.com/brucefan1983/GPUMD,2017-07-14 15:32:56,2025-04-10 16:50:07.000000,2025-04-10 16:50:02,4916.0,405.0,130.0,26.0,724.0,18.0,189.0,539.0,2024-08-18 13:16:02.000,3.9.5,42.0,45.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
75,ALIGNN,,rep-learn,https://github.com/usnistgov/alignn,Atomistic Line Graph Neural Network https://scholar.google.com/citations?user=9Q-tNnwAAAAJ..,21,True,https://github.com/usnistgov/alignn/blob/main/LICENSE.rst,,usnistgov/alignn,https://github.com/usnistgov/alignn,2021-04-19 20:08:09,2025-04-06 05:36:36.000000,2025-04-02 06:25:01,788.0,29.0,91.0,8.0,113.0,48.0,27.0,265.0,2025-04-02 06:26:22.000,2025.4.1,52.0,7.0,alignn,,32.0,21.0,https://pypi.org/project/alignn,2025-04-02 06:13:55.000,11.0,7276.0,7276.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,
76,Molfeat,,general-tool,https://github.com/datamol-io/molfeat,molfeat - the hub for all your molecular featurizers.,21,True,Apache-2.0,"['cheminformatics', 'rep-eng', 'rep-learn', 'generative', 'language-models', 'pretrained']",datamol-io/molfeat,https://github.com/datamol-io/molfeat,2023-03-13 19:39:29,2025-04-01 15:50:32.000000,2024-11-27 16:00:44,296.0,,22.0,9.0,55.0,11.0,43.0,202.0,2024-08-14 12:58:13.000,0.10.1,20.0,19.0,molfeat,conda-forge/molfeat,74.0,65.0,https://pypi.org/project/molfeat,2024-08-14 12:58:09.000,9.0,2943.0,4010.0,https://anaconda.org/conda-forge/molfeat,2025-03-25 16:02:27.707,26684.0,2.0,,,,,,,,,,,,,,,,,,,,,
77,MatCalc,,ml-iap,https://github.com/materialsvirtuallab/matcalc,A python library for calculating materials properties from the PES.,21,True,BSD-3-Clause,"['workflows', 'benchmarking', 'uip', 'pretrained', 'model-repository']",materialsvirtuallab/matcalc,https://github.com/materialsvirtuallab/matcalc,2023-07-25 02:04:04,2025-04-10 05:40:45.000000,2025-04-10 05:40:45,709.0,418.0,20.0,8.0,51.0,3.0,7.0,80.0,2025-04-06 20:56:39.000,0.3.3,14.0,15.0,matcalc,,12.0,8.0,https://pypi.org/project/matcalc,2025-04-06 21:09:03.000,4.0,3139.0,3139.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,
78,NVIDIA Deep Learning Examples for Tensor Cores,,rep-learn,https://github.com/NVIDIA/DeepLearningExamples#graph-neural-networks,State-of-the-Art Deep Learning scripts organized by models - easy to train and deploy with reproducible accuracy and..,20,True,https://github.com/NVIDIA/DeepLearningExamples/blob/master/DGLPyTorch/DrugDiscovery/SE3Transformer/LICENSE,"['educational', 'drug-discovery']",NVIDIA/DeepLearningExamples,https://github.com/NVIDIA/DeepLearningExamples,2018-05-02 17:04:05,2024-08-12 14:01:29.000000,2024-04-04 13:37:56,1437.0,,3202.0,297.0,546.0,341.0,574.0,14143.0,,,,115.0,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
79,DM21,,ml-dft,https://github.com/google-deepmind/deepmind-research/tree/master/density_functional_approximation_dm21,This package provides a PySCF interface to the DM21 (DeepMind 21) family of exchange-correlation functionals described..,20,False,Apache-2.0,,google-deepmind/deepmind-research,https://github.com/google-deepmind/deepmind-research,2019-01-15 09:54:13,2025-03-21 23:18:07.000000,2023-06-02 17:04:50,369.0,,2627.0,328.0,244.0,266.0,139.0,13690.0,,,,92.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
80,DIG: Dive into Graphs,,rep-learn,https://github.com/divelab/DIG,A library for graph deep learning research.,20,False,GPL-3.0,,divelab/DIG,https://github.com/divelab/DIG,2020-10-30 03:51:15,2024-07-15 07:18:56.000000,2024-02-04 20:37:53,1083.0,,283.0,29.0,41.0,35.0,176.0,1948.0,2023-04-07 20:33:15.000,1.1.0,10.0,50.0,dive-into-graphs,,,,https://pypi.org/project/dive-into-graphs,2022-06-27 05:08:24.000,,862.0,862.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,
81,Orb Models,,uip,https://github.com/orbital-materials/orb-models,ORB forcefield models from Orbital Materials.,20,True,https://github.com/orbital-materials/orb-models/blob/main/LICENSE,"['ml-iap', 'pretrained']",orbital-materials/orb-models,https://github.com/orbital-materials/orb-models,2024-08-30 15:27:25,2025-04-10 17:58:49.000000,2025-04-10 17:28:52,45.0,15.0,50.0,7.0,49.0,5.0,29.0,393.0,2025-04-10 17:58:49.000,0.5.1,11.0,11.0,orb-models,,20.0,11.0,https://pypi.org/project/orb-models,2025-04-10 17:58:49.000,9.0,4999.0,4999.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,
82,CHGNet,,uip,https://github.com/CederGroupHub/chgnet,Pretrained universal neural network potential for charge-informed atomistic modeling https://chgnet.lbl.gov.,20,True,https://github.com/CederGroupHub/chgnet/blob/main/LICENSE,"['ml-iap', 'md', 'pretrained', 'electrostatics', 'magnetism', 'structure-relaxation']",CederGroupHub/chgnet,https://github.com/CederGroupHub/chgnet,2023-02-24 23:44:24,2025-03-24 05:18:18.000000,2025-03-24 05:18:08,434.0,2.0,77.0,7.0,100.0,5.0,65.0,294.0,2024-09-16 22:18:58.000,0.4.0,17.0,10.0,chgnet,,75.0,54.0,https://pypi.org/project/chgnet,2024-09-16 22:18:58.000,21.0,36597.0,36597.0,,,,2.0,,,,,,,,,,,1.0,,,,,,,,,,
83,Chemiscope,,visualization,https://github.com/lab-cosmo/chemiscope,An interactive structure/property explorer for materials and molecules.,20,True,BSD-3-Clause,['lang-js'],lab-cosmo/chemiscope,https://github.com/lab-cosmo/chemiscope,2019-10-03 09:59:42,2025-04-08 13:12:37.000000,2025-04-03 20:57:50,785.0,14.0,37.0,19.0,268.0,40.0,102.0,141.0,2025-03-18 13:46:27.000,0.8.4,23.0,24.0,,,9.0,6.0,,,,,231.0,,,,2.0,,,,,,459.0,,,,,,chemiscope,https://www.npmjs.com/package/chemiscope,2023-03-15 15:39:26.701,3.0,224.0,,,,,
84,DADApy,,unsupervised,https://github.com/sissa-data-science/DADApy,Distance-based Analysis of DAta-manifolds in python.,20,True,Apache-2.0,,sissa-data-science/DADApy,https://github.com/sissa-data-science/DADApy,2021-02-16 17:45:23,2025-03-28 15:29:02.000000,2025-03-13 14:58:10,932.0,30.0,19.0,7.0,119.0,10.0,27.0,123.0,2024-11-20 10:39:56.000,0.3.2,7.0,21.0,dadapy,,12.0,12.0,https://pypi.org/project/dadapy,2024-11-20 10:37:50.000,,387.0,387.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,
85,MALA,,ml-dft,https://github.com/mala-project/mala,Materials Learning Algorithms. A framework for machine learning materials properties from first-principles data.,20,True,BSD-3-Clause,,mala-project/mala,https://github.com/mala-project/mala,2021-03-31 11:40:38,2025-04-02 09:32:45.000000,2025-04-02 09:31:40,2733.0,145.0,26.0,8.0,353.0,37.0,262.0,90.0,2024-12-05 11:05:13.000,1.3.0,10.0,45.0,,,2.0,2.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
86,ChemBench,,language-models,https://github.com/lamalab-org/chembench,How good are LLMs at chemistry?.,20,True,MIT,"['benchmarking', 'multimodal']",lamalab-org/chembench,https://github.com/lamalab-org/chembench,2023-05-16 08:18:26,2025-04-10 09:58:22.000000,2025-03-26 18:49:13,1125.0,37.0,8.0,3.0,497.0,47.0,275.0,70.0,2025-02-27 08:39:21.000,0.3.0,2.0,14.0,chembench,,2.0,2.0,https://pypi.org/project/chembench,2025-02-27 08:39:21.000,,7828.0,7828.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,
87,Garden,,community,https://thegardens.ai/,FAIR AI/ML Model Publishing Framework.,20,True,MIT,['model-repository'],Garden-AI/garden,https://github.com/Garden-AI/garden,2022-10-05 17:05:42,2025-04-04 15:07:23.000000,2025-03-28 18:32:48,390.0,12.0,4.0,7.0,239.0,13.0,319.0,26.0,2025-04-04 15:07:23.000,3.1.0,68.0,13.0,garden-ai,,6.0,6.0,https://pypi.org/project/garden-ai,2025-04-04 15:07:23.000,,2085.0,2085.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,
88,MatterSim,,uip,https://github.com/microsoft/mattersim,"MatterSim: A deep learning atomistic model across elements, temperatures and pressures.",19,True,MIT,"['ml-iap', 'active-learning', 'multimodal', 'phase-transition', 'pretrained']",microsoft/mattersim,https://github.com/microsoft/mattersim,2024-09-06 07:34:07,2025-04-02 09:29:22.000000,2025-04-02 09:29:22,121.0,14.0,41.0,9.0,78.0,8.0,17.0,373.0,2025-02-21 06:17:25.000,1.1.2,18.0,14.0,mattersim,,2.0,,https://pypi.org/project/mattersim,2025-02-21 06:17:25.000,2.0,25680.0,25683.0,,,,3.0,,,,,,19.0,,,,,,,,,,,,,,,
89,ATOM3D,,datasets,https://github.com/drorlab/atom3d,ATOM3D: tasks on molecules in three dimensions.,19,False,MIT,"['biomolecules', 'benchmarking']",drorlab/atom3d,https://github.com/drorlab/atom3d,2020-04-03 22:53:11,2023-03-02 18:21:02.000000,2023-03-02 18:20:29,798.0,,35.0,16.0,6.0,22.0,40.0,307.0,2022-07-20 00:58:03.115,0.2.6,15.0,10.0,atom3d,,46.0,46.0,https://pypi.org/project/atom3d,2022-07-20 00:58:03.115,,890.0,890.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,
90,KFAC-JAX,,math,https://github.com/google-deepmind/kfac-jax,Second Order Optimization and Curvature Estimation with K-FAC in JAX.,19,True,Apache-2.0,,google-deepmind/kfac-jax,https://github.com/google-deepmind/kfac-jax,2022-03-18 10:19:24,2025-04-07 11:24:08.000000,2025-04-07 11:24:02,282.0,16.0,24.0,10.0,306.0,10.0,11.0,267.0,2024-04-04 10:59:13.000,0.0.6,5.0,18.0,kfac-jax,,12.0,11.0,https://pypi.org/project/kfac-jax,2024-04-04 10:59:13.000,1.0,855.0,855.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,
91,AtomAI,,general-tool,https://github.com/pycroscopy/atomai,Deep and Machine Learning for Microscopy.,19,False,MIT,"['computer-vision', 'unsupervised', 'experimental-data']",pycroscopy/atomai,https://github.com/pycroscopy/atomai,2020-09-04 06:08:25,2024-06-26 02:46:47.000000,2024-02-06 23:09:40,1412.0,,42.0,8.0,71.0,11.0,9.0,210.0,2023-09-30 20:57:56.000,0.7.8,29.0,6.0,atomai,,11.0,10.0,https://pypi.org/project/atomai,2023-09-30 20:57:56.000,1.0,1163.0,1163.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,
92,cuEquivariance,,math,https://github.com/NVIDIA/cuEquivariance,cuEquivariance is a math library that is a collective of low-level primitives and tensor ops to accelerate widely-used..,19,True,Apache-2.0,['rep-learn'],NVIDIA/cuEquivariance,https://github.com/NVIDIA/cuEquivariance,2024-10-22 15:36:00,2025-04-09 05:34:35.000000,2025-04-09 05:33:58,66.0,48.0,11.0,14.0,86.0,6.0,15.0,208.0,2025-03-07 22:33:15.000,0.3.0,4.0,4.0,cuequivariance,conda-forge/cuequivariance,2.0,,https://pypi.org/project/cuequivariance,2025-03-07 22:33:31.000,2.0,8198.0,8613.0,https://anaconda.org/conda-forge/cuequivariance,2025-03-25 16:03:16.508,1247.0,1.0,,,,,,,,,,,,,,,,,,,,,
93,e3nn-jax,,rep-learn,https://github.com/e3nn/e3nn-jax,jax library for E3 Equivariant Neural Networks.,19,True,Apache-2.0,,e3nn/e3nn-jax,https://github.com/e3nn/e3nn-jax,2021-06-08 13:21:51,2025-01-23 21:45:38.000000,2025-01-23 21:45:38,1036.0,4.0,20.0,12.0,62.0,3.0,22.0,203.0,2024-08-14 05:14:56.000,0.20.7,43.0,8.0,e3nn-jax,,70.0,57.0,https://pypi.org/project/e3nn-jax,2024-08-14 05:15:15.000,13.0,5277.0,5277.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,
94,MatBench Discovery,,community,https://github.com/janosh/matbench-discovery,An evaluation framework for machine learning models simulating high-throughput materials discovery.,19,True,MIT,"['datasets', 'benchmarking', 'model-repository']",janosh/matbench-discovery,https://github.com/janosh/matbench-discovery,2022-06-20 18:32:44,2025-04-10 17:50:45.000000,2025-04-10 17:50:43,481.0,57.0,32.0,11.0,170.0,4.0,54.0,141.0,2024-09-11 19:00:12.000,1.3.1,10.0,17.0,matbench-discovery,,4.0,4.0,https://pypi.org/project/matbench-discovery,2024-09-11 19:00:12.000,,985.0,985.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,
95,kgcnn,,rep-learn,https://github.com/aimat-lab/gcnn_keras,"Graph convolutions in Keras with TensorFlow, PyTorch or Jax.",19,True,MIT,,aimat-lab/gcnn_keras,https://github.com/aimat-lab/gcnn_keras,2020-07-17 11:12:46,2025-01-08 13:58:21.000000,2025-01-05 13:20:53,3100.0,,31.0,5.0,30.0,13.0,74.0,114.0,2025-01-08 13:58:21.000,4.0.2,29.0,7.0,kgcnn,,23.0,20.0,https://pypi.org/project/kgcnn,2025-01-08 13:58:21.000,3.0,833.0,833.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,
96,mlcolvar,,md,https://github.com/luigibonati/mlcolvar,A unified framework for machine learning collective variables for enhanced sampling simulations.,19,True,MIT,['sampling'],luigibonati/mlcolvar,https://github.com/luigibonati/mlcolvar,2021-09-21 21:32:04,2025-04-09 15:50:09.000000,2025-02-19 12:48:49,1161.0,9.0,26.0,5.0,94.0,16.0,61.0,101.0,2025-02-19 13:56:14.000,1.2.2,13.0,8.0,mlcolvar,,5.0,5.0,https://pypi.org/project/mlcolvar,2025-02-19 13:56:14.000,,374.0,374.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,
97,ZnDraw,,visualization,https://github.com/zincware/ZnDraw,"A powerful tool for visualizing, modifying, and analysing atomistic systems.",19,True,EPL-2.0,"['md', 'generative', 'lang-js']",zincware/ZnDraw,https://github.com/zincware/ZnDraw,2023-04-12 15:01:21,2025-04-07 19:50:07.000000,2025-02-18 15:21:51,470.0,6.0,4.0,1.0,427.0,99.0,264.0,40.0,2025-02-19 08:30:51.000,0.5.10,78.0,7.0,zndraw,,15.0,10.0,https://pypi.org/project/zndraw,2025-02-19 08:30:51.000,5.0,2887.0,2887.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,
98,KLIFF,,ml-iap,https://github.com/openkim/kliff,KIM-based Learning-Integrated Fitting Framework for interatomic potentials.,19,True,LGPL-2.1,"['probabilistic', 'workflows']",openkim/kliff,https://github.com/openkim/kliff,2017-08-01 20:33:58,2025-04-10 08:37:26.000000,2025-04-10 08:29:38,1100.0,12.0,21.0,5.0,163.0,26.0,19.0,35.0,2025-04-10 08:31:02.000,0.4.4,19.0,11.0,kliff,conda-forge/kliff,4.0,4.0,https://pypi.org/project/kliff,2025-04-10 08:31:02.000,,430.0,3185.0,https://anaconda.org/conda-forge/kliff,2025-03-25 16:01:00.993,148789.0,2.0,,,,,,,,,,,1.0,,,,,,,,,,
