,name,resource,category,homepage,description,projectrank,show,license,labels,github_id,github_url,created_at,updated_at,last_commit_pushed_at,commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,release_count,contributor_count,pypi_id,conda_id,recent_commit_count,dependent_project_count,github_dependent_project_count,pypi_url,pypi_latest_release_published_at,pypi_dependent_project_count,pypi_monthly_downloads,monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,projectrank_placing,dockerhub_id,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,trending,updated_github_id,github_release_downloads,maven_id,maven_url,maven_latest_release_published_at,maven_dependent_project_count,npm_id,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,gitlab_id,gitlab_url,ignore,docs_url
60,MPContribs,,datasets,https://github.com/materialsproject/MPContribs,Platform for materials scientists to contribute and disseminate their materials data through Materials Project.,26,True,MIT,,materialsproject/MPContribs,https://github.com/materialsproject/MPContribs,2014-12-11 18:25:27,2026-02-12 18:18:54.000,2026-02-12 18:14:11,6005.0,27.0,8.0,1896.0,36.0,82.0,39.0,2026-02-09 20:38:58.000,5.10.5,172.0,29.0,mpcontribs-client,,107.0,65.0,58.0,https://pypi.org/project/mpcontribs-client,2026-02-09 20:38:58.000,7.0,13572.0,13572.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,
61,cdk,,rep-eng,https://github.com/cdk/cdk,The Chemistry Development Kit.,25,True,LGPL-2.1,"['cheminformatics', 'lang-java']",cdk/cdk,https://github.com/cdk/cdk,2010-05-11 08:30:07,2026-01-27 07:39:00.000,2026-01-27 07:38:54,18165.0,172.0,39.0,927.0,32.0,294.0,569.0,2025-03-29 08:49:54.000,cdk-2.11,22.0,169.0,,,12.0,18.0,,,,,,308.0,,,,1.0,,,,,,,,42325.0,org.openscience.cdk:cdk-bundle,https://search.maven.org/artifact/org.openscience.cdk/cdk-bundle,2025-03-29 08:42:06,18.0,,,,,,,,,
62,TorchSim,,md,https://github.com/TorchSim/torch-sim,"Torch-native, batchable, atomistic simulations.",25,True,MIT,"['htc', 'uip', 'ml-iap', 'structure-optimization']",Radical-AI/torch-sim,https://github.com/TorchSim/torch-sim,2025-03-03 15:13:57,2026-02-12 02:40:54.000,2026-02-12 02:40:54,252.0,79.0,6.0,288.0,38.0,102.0,409.0,2026-01-29 20:03:58.000,0.5.1,10.0,29.0,torch-sim-atomistic,,57.0,5.0,,https://pypi.org/project/torch-sim-atomistic,2026-01-29 20:04:47.000,5.0,216996.0,216996.0,,,,1.0,,,,,,,TorchSim/torch-sim,,,,,,,,,,,,,,
63,SevenNet,,uip,https://github.com/MDIL-SNU/SevenNet,SevenNet - a graph neural network interatomic potential package supporting efficient multi-GPU parallel molecular..,25,True,GPL-3.0,"['ml-iap', 'md', 'pretrained']",MDIL-SNU/SevenNet,https://github.com/MDIL-SNU/SevenNet,2023-02-16 06:31:53,2026-02-06 12:23:41.000,2026-01-24 06:31:59,1171.0,49.0,9.0,169.0,19.0,64.0,222.0,2025-12-14 03:19:20.000,0.12.0,19.0,19.0,sevenn,,72.0,22.0,,https://pypi.org/project/sevenn,2025-12-14 03:12:40.000,22.0,228413.0,228744.0,,,,2.0,,,,,,,,10264.0,,,,,,,,,,,,,
64,Crystal Toolkit,,visualization,https://github.com/materialsproject/crystaltoolkit,Crystal Toolkit is a framework for building web apps for materials science and is currently powering the new Materials..,25,True,MIT,,materialsproject/crystaltoolkit,https://github.com/materialsproject/crystaltoolkit,2017-07-25 21:06:36,2026-02-07 00:48:51.000,2026-02-07 00:45:05,3415.0,66.0,7.0,372.0,67.0,81.0,191.0,2026-01-23 17:54:20.000,2026.1.22.post,78.0,37.0,crystal-toolkit,,52.0,55.0,43.0,https://pypi.org/project/crystal-toolkit,2026-02-07 00:48:51.000,12.0,5327.0,5327.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,
65,dgl-lifesci,,rep-learn,https://github.com/awslabs/dgl-lifesci,Python package for graph neural networks in chemistry and biology.,24,False,Apache-2.0,,awslabs/dgl-lifesci,https://github.com/awslabs/dgl-lifesci,2020-04-23 07:14:21,2023-11-01 19:32:07.000,2023-04-16 03:55:52,236.0,160.0,14.0,141.0,32.0,57.0,790.0,2023-02-13 08:45:17.000,0.3.2,17.0,22.0,dgllife,,,378.0,352.0,https://pypi.org/project/dgllife,2023-02-13 08:44:00.885,26.0,18217.0,18217.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,
66,JARVIS-Tools,,general-tool,https://github.com/usnistgov/jarvis,About JARVIS-Tools: an open-source software package for data-driven atomistic materials design. Publications:..,24,True,https://github.com/usnistgov/jarvis/blob/master/LICENSE.rst,,usnistgov/jarvis,https://github.com/usnistgov/jarvis,2017-06-22 19:34:02,2026-01-29 07:56:25.000,2025-08-25 15:19:58,2112.0,136.0,22.0,239.0,49.0,45.0,368.0,2026-01-29 07:56:25.000,2026.1.10,116.0,16.0,jarvis-tools,conda-forge/jarvis-tools,,40.0,,https://pypi.org/project/jarvis-tools,2026-01-29 07:56:25.000,40.0,180020.0,181965.0,https://anaconda.org/conda-forge/jarvis-tools,2026-01-02 21:34:53.887,124538.0,2.0,,,,,,,,,,,,,,,,,,,,,
67,SMACT,,materials-discovery,https://github.com/WMD-group/SMACT,Python package to aid materials design and informatics.,24,True,MIT,"['htc', 'structure-prediction', 'electrostatics']",WMD-group/SMACT,https://github.com/WMD-group/SMACT,2013-11-04 17:12:56,2026-02-02 18:50:17.000,2026-01-08 08:11:00,1953.0,28.0,18.0,519.0,6.0,57.0,129.0,2025-07-31 09:59:15.000,3.2.0,30.0,45.0,smact,conda-forge/smact,11.0,78.0,69.0,https://pypi.org/project/smact,2025-07-31 09:59:15.000,9.0,10566.0,10883.0,https://anaconda.org/conda-forge/smact,2025-07-31 13:37:39.534,9202.0,1.0,,,,,,,,,,,,,,,,,,,,,
68,OPTIMADE Python tools,,datasets,https://github.com/Materials-Consortia/optimade-python-tools,Tools for implementing and consuming OPTIMADE APIs in Python.,24,True,MIT,,Materials-Consortia/optimade-python-tools,https://github.com/Materials-Consortia/optimade-python-tools,2018-06-05 21:00:07,2026-02-12 18:28:33.000,2026-02-09 23:54:16,1806.0,49.0,5.0,1882.0,110.0,375.0,86.0,2026-02-10 00:02:54.000,1.4.0,125.0,33.0,optimade,conda-forge/optimade,16.0,4.0,,https://pypi.org/project/optimade,2026-02-10 00:02:54.000,4.0,20692.0,23300.0,https://anaconda.org/conda-forge/optimade,2026-02-10 03:04:53.686,164315.0,1.0,,,,,,,,,,,,,,,,,,,,,
69,Metatrain,,ml-iap,https://github.com/metatensor/metatrain,"Train, fine-tune, and manipulate machine learning models for atomistic systems.",24,True,BSD-3-Clause,"['workflows', 'benchmarking', 'rep-eng', 'rep-learn']",metatensor/metatrain,https://github.com/metatensor/metatrain,2023-11-20 14:51:11,2026-02-12 14:56:16.000,2026-02-10 13:51:25,669.0,23.0,12.0,762.0,90.0,201.0,55.0,2026-01-09 20:36:43.000,2026.1,17.0,30.0,metatrain,,84.0,16.0,13.0,https://pypi.org/project/metatrain,2026-01-09 20:36:37.000,3.0,10486.0,10491.0,,,,1.0,,,,,,,,71.0,,,,,,,,,,,,,
70,DP-GEN,,active-learning,https://github.com/deepmodeling/dpgen,The deep potential generator to generate a deep-learning based model of interatomic potential energy and force field.,23,True,LGPL-3.0,"['ml-iap', 'md', 'workflows']",deepmodeling/dpgen,https://github.com/deepmodeling/dpgen,2019-06-13 11:43:56,2026-02-10 12:50:20.000,2026-02-10 12:50:18,2236.0,184.0,10.0,949.0,46.0,298.0,379.0,2025-08-07 07:42:43.000,0.13.2,21.0,73.0,dpgen,deepmodeling/dpgen,14.0,10.0,8.0,https://pypi.org/project/dpgen,2025-08-07 07:42:43.000,2.0,644.0,676.0,https://anaconda.org/deepmodeling/dpgen,2025-03-25 16:24:58.041,281.0,1.0,,,,,,,,2078.0,,,,,,,,,,,,,
71,cuEquivariance,,math,https://github.com/NVIDIA/cuEquivariance,cuEquivariance is a math library that is a collective of low-level primitives and tensor ops to accelerate widely-used..,23,True,Apache-2.0,['rep-learn'],NVIDIA/cuEquivariance,https://github.com/NVIDIA/cuEquivariance,2024-10-22 15:36:00,2026-02-10 10:51:20.000,2026-02-08 20:11:45,159.0,26.0,19.0,176.0,20.0,58.0,358.0,2026-01-09 19:28:25.000,0.8.1,12.0,7.0,cuequivariance,conda-forge/cuequivariance,38.0,8.0,,https://pypi.org/project/cuequivariance,2026-01-09 19:28:40.000,8.0,66761.0,68231.0,https://anaconda.org/conda-forge/cuequivariance,2026-01-09 21:40:50.795,19111.0,1.0,,,,,,1.0,,,,,,,,,,,,,,,
72,MatCalc,,ml-iap,https://github.com/materialyzeai/matcalc,A python library for calculating materials properties from the PES.,23,True,BSD-3-Clause,"['workflows', 'benchmarking', 'uip', 'pretrained', 'model-repository']",materialsvirtuallab/matcalc,https://github.com/materialyzeai/matcalc,2023-07-25 02:04:04,2026-02-11 18:03:32.000,2026-02-09 23:05:36,1067.0,31.0,6.0,115.0,6.0,22.0,131.0,2025-12-09 14:34:30.000,0.4.5,20.0,22.0,matcalc,,96.0,26.0,16.0,https://pypi.org/project/matcalc,2025-12-09 14:59:08.000,10.0,2527.0,2527.0,,,,1.0,,,,,,,materialyzeai/matcalc,,,,,,,,,,,,,,
73,Best-of Machine Learning with Python,,community,https://github.com/lukasmasuch/best-of-ml-python,A ranked list of awesome machine learning Python libraries. Updated weekly.,22,True,CC-BY-4.0,"['general-ml', 'lang-py']",ml-tooling/best-of-ml-python,https://github.com/lukasmasuch/best-of-ml-python,2020-11-29 19:41:36,2026-02-12 14:24:39.000,2025-11-07 05:42:31,627.0,3006.0,448.0,343.0,29.0,34.0,23214.0,2025-11-04 05:45:47.000,2025.10.30,100.0,56.0,,,,,,,,,,,,,,1.0,,,,,,,lukasmasuch/best-of-ml-python,,,,,,,,,,,,,,
74,GPUMD,,md,https://github.com/brucefan1983/GPUMD,GPUMD is a highly efficient general-purpose molecular dynamic (MD) package and enables machine-learned potentials..,22,True,GPL-3.0,"['ml-iap', 'lang-cpp', 'electrostatics']",brucefan1983/GPUMD,https://github.com/brucefan1983/GPUMD,2017-07-14 15:32:56,2026-02-12 10:28:08.000,2026-02-12 10:28:08,6306.0,169.0,29.0,1030.0,17.0,240.0,724.0,2026-01-25 15:56:15.000,4.8,51.0,56.0,,,346.0,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
75,MEGNet,,ml-iap,https://github.com/materialyzeai/megnet,Graph Networks as a Universal Machine Learning Framework for Molecules and Crystals.,22,False,BSD-3-Clause,['multifidelity'],materialsvirtuallab/megnet,https://github.com/materialyzeai/megnet,2018-12-12 21:31:28,2023-04-27 02:39:17.000,2023-04-27 02:39:17,1146.0,159.0,21.0,314.0,21.0,57.0,551.0,2022-11-16 21:25:01.818,1.3.2,37.0,14.0,megnet,,,103.0,94.0,https://pypi.org/project/megnet,2022-11-16 21:25:01.818,9.0,793.0,793.0,,,,1.0,,,,,,,materialyzeai/megnet,,,,,,,,,,,,,,
76,TorchMD-NET,,ml-iap,https://github.com/torchmd/torchmd-net,Training neural network potentials.,22,True,MIT,"['md', 'rep-learn', 'transformer', 'pretrained']",torchmd/torchmd-net,https://github.com/torchmd/torchmd-net,2021-04-09 16:16:32,2026-01-28 07:54:50.077,2026-01-26 14:43:35,1447.0,95.0,6.0,253.0,40.0,92.0,466.0,2026-01-26 16:03:30.000,2.6.1,41.0,19.0,,conda-forge/torchmd-net,22.0,,,,,,,26457.0,https://anaconda.org/conda-forge/torchmd-net,2026-01-28 07:54:50.077,740662.0,1.0,,,,,,,,184.0,,,,,,,,,,,,,
77,pymatviz,,visualization,https://github.com/janosh/pymatviz,A toolkit for visualizations in materials informatics.,22,True,MIT,"['general-tool', 'probabilistic']",janosh/pymatviz,https://github.com/janosh/pymatviz,2021-02-21 12:40:34,2026-02-11 16:44:05.000,2026-02-11 16:32:40,501.0,38.0,5.0,271.0,4.0,61.0,298.0,2026-02-11 16:44:05.000,0.17.4,41.0,14.0,pymatviz,,9.0,41.0,31.0,https://pypi.org/project/pymatviz,2026-02-11 16:44:05.000,10.0,8673.0,8685.0,,,,2.0,,,,,,,,596.0,,,,,,,,,,,,,
78,Chemiscope,,visualization,https://github.com/lab-cosmo/chemiscope,An interactive structure/property explorer for materials and molecules.,22,True,BSD-3-Clause,['lang-js'],lab-cosmo/chemiscope,https://github.com/lab-cosmo/chemiscope,2019-10-03 09:59:42,2026-02-12 18:30:39.000,2026-02-12 18:22:57,883.0,43.0,19.0,354.0,20.0,150.0,169.0,2025-12-17 20:39:42.000,0.9.0,32.0,27.0,,,68.0,9.0,6.0,,,,,65.0,,,,2.0,,,,,,,,636.0,,,,,chemiscope,https://www.npmjs.com/package/chemiscope,2023-03-15 15:39:26.701,3.0,57.0,,,,
79,mlcolvar,,md,https://github.com/luigibonati/mlcolvar,A unified framework for machine learning collective variables for enhanced sampling simulations.,22,True,MIT,['sampling'],luigibonati/mlcolvar,https://github.com/luigibonati/mlcolvar,2021-09-21 21:32:04,2026-02-06 17:31:33.000,2026-02-06 14:31:45,1396.0,35.0,5.0,137.0,11.0,89.0,134.0,2026-02-03 16:46:15.000,1.3.1,15.0,14.0,mlcolvar,,71.0,15.0,11.0,https://pypi.org/project/mlcolvar,2026-02-03 16:46:15.000,4.0,584.0,584.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,
80,Metatensor,,data-structures,https://github.com/metatensor/metatensor,Self-describing sparse tensor data format for atomistic machine learning and beyond.,22,True,BSD-3-Clause,"['ml-iap', 'md', 'lang-rust', 'lang-c', 'lang-cpp', 'lang-py']",metatensor/metatensor,https://github.com/metatensor/metatensor,2022-03-01 15:58:28,2026-02-06 09:00:00.000,2026-02-05 11:08:16,1076.0,27.0,14.0,783.0,70.0,195.0,93.0,2026-01-27 09:28:52.000,metatensor-torch-v0.8.4,79.0,36.0,metatensor,,26.0,14.0,14.0,https://pypi.org/project/metatensor,2024-01-26 17:26:59.000,,1256.0,3127.0,,,,2.0,,,,,,,,52411.0,,,,,,,,,,,,,
81,MACE,,ml-iap,https://github.com/ACEsuit/mace,MACE - Fast and accurate machine learning interatomic potentials with higher order equivariant message passing.,21,True,MIT,,ACEsuit/mace,https://github.com/ACEsuit/mace,2022-06-21 18:44:34,2026-02-10 14:38:25.000,2026-01-28 22:13:30,1641.0,360.0,28.0,440.0,96.0,454.0,1051.0,2025-08-05 18:03:39.000,0.3.14,15.0,67.0,,,33.0,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
82,MACE-FOUNDATION models,,uip,https://github.com/ACEsuit/mace-foundations,"MACE foundation models (MP, OMAT, mh-1).",21,True,MIT,"['ml-iap', 'pretrained', 'rep-learn', 'md']",ACEsuit/mace-foundations,https://github.com/ACEsuit/mace-foundations,2024-01-11 10:55:55,2025-11-19 11:32:20.000,2025-11-19 11:32:20,32.0,356.0,16.0,2.0,5.0,27.0,963.0,2025-10-29 21:46:23.000,mace_mh_1,12.0,3.0,mace-torch,,2.0,62.0,,https://pypi.org/project/mace-torch,2025-08-06 17:30:11.000,62.0,76313.0,88543.0,,,,2.0,,,,,,-1.0,,305753.0,,,,,,,,,,,,,
83,OpenML,,community,https://github.com/openml/OpenML,Open Machine Learning.,21,True,BSD-3,['datasets'],openml/OpenML,https://github.com/openml/OpenML,2012-12-11 11:27:40,2026-01-23 08:49:30.000,2026-01-23 08:49:26,2349.0,120.0,45.0,239.0,383.0,572.0,727.0,2026-01-22 13:44:08.000,1.2.4,7.0,35.0,,,11.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
84,CHGNet,,uip,https://github.com/CederGroupHub/chgnet,Pretrained universal neural network potential for charge-informed atomistic modeling https://chgnet.lbl.gov.,21,True,https://github.com/CederGroupHub/chgnet/blob/main/LICENSE,"['ml-iap', 'md', 'pretrained', 'electrostatics', 'magnetism', 'structure-relaxation']",CederGroupHub/chgnet,https://github.com/CederGroupHub/chgnet,2023-02-24 23:44:24,2025-10-26 21:51:32.000,2025-10-26 21:51:28,450.0,93.0,6.0,105.0,4.0,73.0,365.0,2025-09-22 20:50:15.000,0.4.2,19.0,12.0,chgnet,,,100.0,67.0,https://pypi.org/project/chgnet,2025-09-22 20:50:15.000,33.0,26105.0,26105.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,
85,Elementari,,visualization,https://github.com/janosh/matterviz,"Interactive browser visualizations for materials science: periodic tables, 3d crystal structures, MD trajectories,..",21,True,MIT,['lang-js'],janosh/elementari,https://github.com/janosh/matterviz,2022-06-01 15:29:36,2026-02-12 17:39:24.000,2026-02-12 17:39:10,454.0,29.0,4.0,258.0,2.0,40.0,301.0,2026-02-09 20:33:12.000,0.3.1,34.0,6.0,,,109.0,5.0,3.0,,,,,226.0,,,,3.0,,,,,,,janosh/matterviz,1813.0,,,,,elementari,https://www.npmjs.com/package/elementari,2025-06-19 21:03:10.748,2.0,,,,,
86,e3nn-jax,,rep-learn,https://github.com/e3nn/e3nn-jax,jax library for E3 Equivariant Neural Networks.,21,False,Apache-2.0,,e3nn/e3nn-jax,https://github.com/e3nn/e3nn-jax,2021-06-08 13:21:51,2025-08-25 20:44:52.000,2025-01-23 21:45:38,1036.0,20.0,12.0,62.0,4.0,22.0,224.0,2025-08-25 20:44:52.000,0.20.8,44.0,8.0,e3nn-jax,,,111.0,80.0,https://pypi.org/project/e3nn-jax,2025-08-25 20:44:52.000,31.0,211556.0,211556.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,
87,MatBench Discovery,,community,https://github.com/janosh/matbench-discovery,An evaluation framework for machine learning models simulating high-throughput materials discovery.,21,True,MIT,"['datasets', 'benchmarking', 'model-repository']",janosh/matbench-discovery,https://github.com/janosh/matbench-discovery,2022-06-20 18:32:44,2026-02-03 15:13:24.000,2026-02-03 15:13:23,556.0,54.0,10.0,219.0,3.0,69.0,211.0,2024-09-11 19:00:12.000,1.3.1,10.0,28.0,matbench-discovery,,16.0,7.0,5.0,https://pypi.org/project/matbench-discovery,2024-09-11 19:00:12.000,2.0,1551.0,1551.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,
88,ZnDraw,,visualization,https://github.com/zincware/ZnDraw,"A powerful tool for visualizing, modifying, and analysing atomistic systems.",21,True,EPL-2.0,"['md', 'generative', 'lang-js']",zincware/ZnDraw,https://github.com/zincware/ZnDraw,2023-04-12 15:01:21,2026-02-09 21:23:38.000,2026-02-06 18:24:28,453.0,5.0,1.0,498.0,75.0,298.0,49.0,2026-01-16 10:46:37.000,0.6.0,107.0,9.0,zndraw,,106.0,20.0,15.0,https://pypi.org/project/zndraw,2026-01-16 10:46:37.000,5.0,6253.0,6253.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,
89,janus-core,,ml-iap,https://github.com/stfc/janus-core,Tools for machine learnt interatomic potentials.,21,True,BSD-3-Clause,"['benchmarking', 'workflows', 'structure-optimization', 'md', 'transport-phenomena']",stfc/janus-core,https://github.com/stfc/janus-core,2024-02-07 11:12:56,2026-02-11 11:04:05.000,2026-02-11 11:04:04,422.0,17.0,5.0,372.0,53.0,253.0,44.0,2025-11-11 17:20:56.000,0.8.6,41.0,11.0,janus-core,,20.0,17.0,14.0,https://pypi.org/project/janus-core,2025-11-11 17:20:56.000,3.0,6291.0,6300.0,,,,2.0,,,,,,,,237.0,,,,,,,,,,,,,
90,NVIDIA Deep Learning Examples for Tensor Cores,,rep-learn,https://github.com/NVIDIA/DeepLearningExamples#graph-neural-networks,State-of-the-Art Deep Learning scripts organized by models - easy to train and deploy with reproducible accuracy and..,20,False,https://github.com/NVIDIA/DeepLearningExamples/blob/master/DGLPyTorch/DrugDiscovery/SE3Transformer/LICENSE,"['educational', 'drug-discovery']",NVIDIA/DeepLearningExamples,https://github.com/NVIDIA/DeepLearningExamples,2018-05-02 17:04:05,2024-08-12 14:01:29.000,2024-04-04 13:37:56,1437.0,3265.0,292.0,549.0,341.0,573.0,14728.0,,,,114.0,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
91,DM21,,ml-dft,https://github.com/google-deepmind/deepmind-research/tree/master/density_functional_approximation_dm21,This package provides a PySCF interface to the DM21 (DeepMind 21) family of exchange-correlation functionals described..,20,False,Apache-2.0,,google-deepmind/deepmind-research,https://github.com/google-deepmind/deepmind-research,2019-01-15 09:54:13,2026-02-10 21:34:02.000,2023-06-02 17:04:50,369.0,2818.0,330.0,310.0,266.0,142.0,14695.0,,,,92.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
92,DIG: Dive into Graphs,,rep-learn,https://github.com/divelab/DIG,A library for graph deep learning research.,20,False,GPL-3.0,,divelab/DIG,https://github.com/divelab/DIG,2020-10-30 03:51:15,2024-07-15 07:18:56.000,2024-02-04 20:37:53,1083.0,287.0,29.0,42.0,38.0,177.0,2000.0,2023-04-07 20:33:15.000,1.1.0,10.0,50.0,dive-into-graphs,,,,,https://pypi.org/project/dive-into-graphs,2022-06-27 05:08:24.000,,944.0,944.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,
93,Orb Models,,uip,https://github.com/orbital-materials/orb-models,ORB forcefield models from Orbital Materials.,20,True,https://github.com/orbital-materials/orb-models/blob/main/LICENSE,"['ml-iap', 'pretrained']",orbital-materials/orb-models,https://github.com/orbital-materials/orb-models,2024-08-30 15:27:25,2026-02-06 18:16:17.000,2026-01-30 09:41:11,65.0,71.0,11.0,74.0,9.0,64.0,540.0,2025-08-21 16:45:53.000,0.5.5,15.0,14.0,orb-models,,3.0,48.0,28.0,https://pypi.org/project/orb-models,2025-08-21 16:45:53.000,20.0,10944.0,10944.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,
94,MAML,,general-tool,https://github.com/materialyzeai/maml,"Python for Materials Machine Learning, Materials Descriptors, Machine Learning Force Fields, Deep Learning, etc.",20,True,BSD-3-Clause,,materialsvirtuallab/maml,https://github.com/materialyzeai/maml,2020-01-25 15:04:21,2026-02-02 20:10:12.000,2025-12-01 21:27:52,1873.0,93.0,18.0,628.0,11.0,65.0,446.0,2025-04-02 04:37:00.000,2025.4.3,20.0,39.0,maml,,2.0,20.0,17.0,https://pypi.org/project/maml,2025-04-02 04:37:00.000,3.0,444.0,444.0,,,,2.0,,,,,,,materialyzeai/maml,,,,,,,,,,,,,,
95,Molfeat,,general-tool,https://github.com/datamol-io/molfeat,molfeat - the hub for all your molecular featurizers.,20,True,Apache-2.0,"['cheminformatics', 'rep-eng', 'rep-learn', 'generative', 'language-models', 'pretrained']",datamol-io/molfeat,https://github.com/datamol-io/molfeat,2023-03-13 19:39:29,2025-05-30 17:41:45.733,2025-05-27 01:51:33,297.0,27.0,8.0,57.0,15.0,44.0,221.0,2025-05-27 02:53:26.000,0.11.0,21.0,19.0,molfeat,conda-forge/molfeat,,86.0,73.0,https://pypi.org/project/molfeat,2025-05-27 02:53:23.000,13.0,4849.0,6020.0,https://anaconda.org/conda-forge/molfeat,2025-05-30 17:41:45.733,40992.0,2.0,,,,,,,,,,,,,,,,,,,,,
96,apax,,ml-iap,https://github.com/apax-hub/apax,A flexible and performant framework for training machine learning potentials.,20,True,MIT,,apax-hub/apax,https://github.com/apax-hub/apax,2022-11-18 12:31:19,2026-02-12 17:01:36.000,2026-02-04 10:56:31,2411.0,6.0,3.0,360.0,23.0,140.0,32.0,2025-09-10 12:17:14.000,0.12.3,17.0,11.0,apax,,56.0,6.0,6.0,https://pypi.org/project/apax,2025-09-10 12:17:14.000,,360.0,360.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,
97,ATOM3D,,datasets,https://github.com/drorlab/atom3d,ATOM3D: tasks on molecules in three dimensions.,19,False,MIT,"['biomolecules', 'benchmarking']",drorlab/atom3d,https://github.com/drorlab/atom3d,2020-04-03 22:53:11,2023-03-02 18:21:02.000,2023-03-02 18:20:29,798.0,35.0,14.0,6.0,22.0,40.0,318.0,2022-07-20 00:58:03.115,0.2.6,15.0,10.0,atom3d,,,57.0,57.0,https://pypi.org/project/atom3d,2022-07-20 00:58:03.115,,1019.0,1019.0,,,,2.0,,,,,,-1.0,,,,,,,,,,,,,,,
98,KFAC-JAX,,math,https://github.com/google-deepmind/kfac-jax,Second Order Optimization and Curvature Estimation with K-FAC in JAX.,19,True,Apache-2.0,,google-deepmind/kfac-jax,https://github.com/google-deepmind/kfac-jax,2022-03-18 10:19:24,2026-02-09 18:15:33.000,2026-02-09 18:15:29,327.0,27.0,11.0,355.0,19.0,11.0,311.0,2025-05-20 17:49:21.000,0.0.7,6.0,20.0,kfac-jax,,14.0,13.0,11.0,https://pypi.org/project/kfac-jax,2025-05-20 17:49:21.000,2.0,731.0,731.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,
99,MatBench,,community,https://github.com/materialsproject/matbench,Matbench: Benchmarks for materials science property prediction.,19,False,MIT,"['datasets', 'benchmarking', 'model-repository']",materialsproject/matbench,https://github.com/materialsproject/matbench,2021-02-24 03:58:42,2024-08-20 17:26:52.000,2024-01-20 09:41:36,772.0,54.0,5.0,301.0,52.0,26.0,188.0,2022-07-27 04:40:26.000,0.6,5.0,26.0,matbench,,,27.0,25.0,https://pypi.org/project/matbench,2022-07-27 04:44:21.961,2.0,1682.0,1682.0,,,,2.0,,,,,,1.0,,,,,,,,,,,,,,,
