,name,resource,category,license,homepage,description,projectrank,show,labels,github_id,github_url,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,release_count,contributor_count,pypi_id,conda_id,dependent_project_count,github_dependent_project_count,pypi_url,pypi_latest_release_published_at,pypi_dependent_project_count,pypi_monthly_downloads,monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,projectrank_placing,dockerhub_id,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,github_release_downloads,updated_github_id,trending,maven_id,maven_url,maven_latest_release_published_at,maven_dependent_project_count,npm_id,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,gitlab_id,gitlab_url,docs_url,ignore
208,MoLFormers UI,,community,Apache-2.0,https://molformer.res.ibm.com/,A family of foundation models trained on chemicals.,9,True,"['transformer', 'language-models', 'pretrained', 'drug-discovery']",IBM/molformer,https://github.com/IBM/molformer,2022-11-07 18:48:17,2023-10-16 16:34:25.000000,2023-10-16 16:33:13,7.0,,41.0,10.0,3.0,9.0,10.0,258.0,,,,5.0,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
209,MoLFormer,,language-models,Apache-2.0,https://github.com/IBM/molformer,Repository for MolFormer.,9,True,"['transformer', 'pretrained', 'drug-discovery']",IBM/molformer,https://github.com/IBM/molformer,2022-11-07 18:48:17,2023-10-16 16:34:25.000000,2023-10-16 16:33:13,7.0,,41.0,10.0,3.0,9.0,10.0,258.0,,,,5.0,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
210,SchNet,,ml-iap,MIT,https://github.com/atomistic-machine-learning/SchNet,SchNet - a deep learning architecture for quantum chemistry.,9,False,,atomistic-machine-learning/SchNet,https://github.com/atomistic-machine-learning/SchNet,2017-10-03 11:52:20,2018-09-04 08:42:35.000000,2018-09-04 08:42:34,53.0,,65.0,16.0,,1.0,2.0,219.0,,,,3.0,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
211,GemNet,,ml-iap,https://github.com/TUM-DAML/gemnet_pytorch/blob/master/LICENSE,https://github.com/TUM-DAML/gemnet_pytorch,"GemNet model in PyTorch, as proposed in GemNet: Universal Directional Graph Neural Networks for Molecules (NeurIPS..",9,False,,TUM-DAML/gemnet_pytorch,https://github.com/TUM-DAML/gemnet_pytorch,2021-10-11 07:30:36,2023-04-26 14:20:12.000000,2023-04-26 14:20:12,36.0,,29.0,4.0,1.0,,14.0,179.0,,,,5.0,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
212,MolSkill,,language-models,MIT,https://github.com/microsoft/molskill,Extracting medicinal chemistry intuition via preference machine learning.,9,True,"['drug-discovery', 'recommender']",microsoft/molskill,https://github.com/microsoft/molskill,2023-01-12 13:48:31,2023-10-31 17:03:36.000000,2023-10-31 17:03:36,81.0,,9.0,6.0,8.0,2.0,4.0,103.0,2023-08-04 12:22:15.000,1.2b,5.0,4.0,,msr-ai4science/molskill,,,,,,,15.0,https://anaconda.org/msr-ai4science/molskill,2023-06-18 17:27:43.196,312.0,3.0,,,,,,,,,,,,,,,,,,,,,
213,GATGNN: Global Attention Graph Neural Network,,rep-learn,MIT,https://github.com/superlouis/GATGNN,Pytorch Repository for our work: Graph convolutional neural networks with global attention for improved materials..,9,False,,superlouis/GATGNN,https://github.com/superlouis/GATGNN,2020-06-21 03:27:36,2022-10-03 21:57:33.000000,2022-10-03 21:57:33,99.0,,18.0,8.0,,3.0,3.0,71.0,2021-04-05 06:49:29.000,0.2,2.0,3.0,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
214,ACE.jl,,ml-iap,https://github.com/ACEsuit/ACE.jl/blob/main/license/mit.md,https://github.com/ACEsuit/ACE.jl,Parameterisation of Equivariant Properties of Particle Systems.,9,True,['lang-julia'],ACEsuit/ACE.jl,https://github.com/ACEsuit/ACE.jl,2019-11-30 16:22:51,2024-08-31 03:43:18.000000,2024-08-31 03:41:21,914.0,2.0,15.0,8.0,65.0,24.0,58.0,65.0,,,,12.0,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
215,PROPhet,,ml-dft,GPL-3.0,https://github.com/biklooost/PROPhet,PROPhet is a code to integrate machine learning techniques with first-principles quantum chemistry approaches.,9,False,"['ml-iap', 'md', 'single-paper', 'lang-cpp']",biklooost/PROPhet,https://github.com/biklooost/PROPhet,2016-09-16 16:21:06,2018-04-19 02:09:46.000000,2018-04-19 02:00:46,120.0,,26.0,14.0,6.0,9.0,7.0,63.0,2018-04-15 16:55:15.000,1.2,3.0,4.0,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
216,LLaMP,,language-models,BSD-3-Clause,https://github.com/chiang-yuan/llamp,A web app and Python API for multi-modal RAG framework to ground LLMs on high-fidelity materials informatics. An..,9,True,"['materials-discovery', 'cheminformatics', 'generative', 'MD', 'multimodal', 'language-models', 'lang-py', 'general-tool']",chiang-yuan/llamp,https://github.com/chiang-yuan/llamp,2023-07-01 08:15:34,2024-10-14 03:45:00.000000,2024-10-14 03:44:53,375.0,6.0,7.0,1.0,30.0,8.0,17.0,61.0,,,,6.0,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
217,DeepErwin,,ml-wft,https://github.com/mdsunivie/deeperwin/blob/master/LICENSE,https://github.com/mdsunivie/deeperwin,DeepErwin is a python 3.8+ package that implements and optimizes JAX 2.x wave function models for numerical solutions..,9,True,,mdsunivie/deeperwin,https://github.com/mdsunivie/deeperwin,2021-06-14 15:18:32,2024-06-07 15:52:47.000000,2024-06-07 15:52:33,66.0,,7.0,2.0,5.0,,11.0,49.0,2024-03-25 13:47:47.000,transferable_atomic_orbitals,6.0,7.0,deeperwin,,,,https://pypi.org/project/deeperwin,2021-12-14 11:03:19.657,,373.0,373.0,,,,3.0,,,,,,11.0,,,,,,,,,,,,,,,
218,Sketchmap,,unsupervised,GPL-3.0,https://github.com/lab-cosmo/sketchmap,Suite of programs to perform non-linear dimensionality reduction -- sketch-map in particular.,9,False,['lang-cpp'],lab-cosmo/sketchmap,https://github.com/lab-cosmo/sketchmap,2014-05-20 09:33:32,2024-09-30 15:56:54.000000,2023-05-24 22:47:50,64.0,,10.0,31.0,1.0,4.0,5.0,46.0,,,,8.0,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
219,DSECOP,,educational,CCO-1.0,https://github.com/GDS-Education-Community-of-Practice/DSECOP,This repository contains data science educational materials developed by DSECOP Fellows.,9,True,,GDS-Education-Community-of-Practice/DSECOP,https://github.com/GDS-Education-Community-of-Practice/DSECOP,2022-03-07 17:47:33,2024-06-26 14:49:22.000000,2024-06-26 14:49:19,555.0,,25.0,10.0,25.0,1.0,7.0,43.0,,,,14.0,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
220,iam-notebooks,,educational,Apache-2.0,https://github.com/ceriottm/iam-notebooks,Jupyter notebooks for the lectures of the Introduction to Atomistic Modeling.,9,True,,ceriottm/iam-notebooks,https://github.com/ceriottm/iam-notebooks,2020-11-23 21:27:41,2024-10-09 14:20:36.000000,2024-10-09 14:20:22,243.0,1.0,5.0,4.0,7.0,4.0,,26.0,,,,6.0,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
221,lie-nn,,math,MIT,https://github.com/lie-nn/lie-nn,Tools for building equivariant polynomials on reductive Lie groups.,9,False,['rep-learn'],lie-nn/lie-nn,https://github.com/lie-nn/lie-nn,2022-04-01 18:02:49,2023-06-29 19:38:34.000000,2023-06-20 22:30:53,249.0,,1.0,8.0,3.0,1.0,,26.0,2023-06-20 22:31:12.000,0.0.0,1.0,3.0,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
222,SkipAtom,,rep-eng,MIT,https://github.com/lantunes/skipatom,"Distributed representations of atoms, inspired by the Skip-gram model.",9,False,,lantunes/skipatom,https://github.com/lantunes/skipatom,2021-06-19 13:09:13,2023-07-16 19:28:39.000000,2022-05-04 13:18:30,46.0,,3.0,2.0,7.0,3.0,1.0,24.0,2022-05-04 13:20:18.000,1.2.5,12.0,1.0,skipatom,conda-forge/skipatom,2.0,2.0,https://pypi.org/project/skipatom,2022-05-04 13:20:18.000,,333.0,392.0,https://anaconda.org/conda-forge/skipatom,2023-06-18 08:42:05.505,1605.0,3.0,,,,,,,,,,,,,,,,,,,,,
223,ACE1.jl,,ml-iap,https://github.com/ACEsuit/ACE1.jl/blob/main/ASL.md,https://acesuit.github.io/,Atomic Cluster Expansion for Modelling Invariant Atomic Properties.,9,True,['lang-julia'],ACEsuit/ACE1.jl,https://github.com/ACEsuit/ACE1.jl,2022-01-14 19:52:49,2024-09-11 23:05:47.000000,2024-09-11 23:05:45,561.0,3.0,7.0,5.0,31.0,22.0,24.0,20.0,,,,9.0,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
224,Point Edge Transformer (PET),,ml-iap,MIT,https://github.com/spozdn/pet,Point Edge Transformer.,9,True,"['rep-learn', 'transformer']",spozdn/pet,https://github.com/spozdn/pet,2023-02-08 18:36:10,2024-10-17 13:23:23.000000,2024-07-02 10:29:58,201.0,,5.0,4.0,12.0,5.0,,18.0,,,,7.0,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
225,OPTIMADE Tutorial Exercises,,educational,MIT,https://github.com/Materials-Consortia/optimade-tutorial-exercises,Tutorial exercises for the OPTIMADE API.,9,False,['datasets'],Materials-Consortia/optimade-tutorial-exercises,https://github.com/Materials-Consortia/optimade-tutorial-exercises,2021-08-25 17:33:15,2023-09-27 08:32:31.000000,2023-09-27 08:32:30,49.0,,7.0,12.0,15.0,,3.0,15.0,2023-06-12 07:47:14.000,2.0.1,5.0,6.0,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
226,SiMGen,,generative,MIT,https://github.com/RokasEl/simgen,Zero Shot Molecular Generation via Similarity Kernels.,9,True,['visualization'],RokasEl/simgen,https://github.com/RokasEl/simgen,2023-01-25 16:41:18,2024-06-13 15:43:18.000000,2024-02-15 10:31:41,257.0,,2.0,2.0,23.0,1.0,3.0,13.0,2024-02-14 10:35:02.000,0.1.0,2.0,4.0,simgen,,2.0,2.0,https://pypi.org/project/simgen,2024-02-14 11:08:25.000,,71.0,71.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,
227,Materials Data Facility (MDF),,datasets,Apache-2.0,https://www.materialsdatafacility.org,"A simple way to publish, discover, and access materials datasets. Publication of very large datasets supported (e.g.,..",9,True,,materials-data-facility/connect_client,https://github.com/materials-data-facility/connect_client,2018-09-12 20:49:58,2024-03-10 03:11:45.000000,2024-02-05 22:48:40,158.0,,1.0,4.0,35.0,1.0,6.0,10.0,2024-02-05 22:49:58.000,0.5.0,23.0,7.0,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
228,2DMD dataset,,datasets,Apache-2.0,https://github.com/HSE-LAMBDA/ai4material_design/blob/main/docs/DATA.md,"Code for Kazeev, N., Al-Maeeni, A.R., Romanov, I. et al. Sparse representation for machine learning the properties of..",9,True,['material-defect'],HSE-LAMBDA/ai4material_design,https://github.com/HSE-LAMBDA/ai4material_design,2021-03-25 10:06:20,2023-11-21 11:30:42.000000,2023-11-21 11:30:33,1118.0,,3.0,8.0,28.0,,12.0,6.0,,,,11.0,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
229,ai4material_design,,rep-learn,Apache-2.0,https://github.com/HSE-LAMBDA/ai4material_design,"Code for Kazeev, N., Al-Maeeni, A.R., Romanov, I. et al. Sparse representation for machine learning the properties of..",9,True,"['pretrained', 'material-defect']",HSE-LAMBDA/ai4material_design,https://github.com/HSE-LAMBDA/ai4material_design,2021-03-25 10:06:20,2023-11-21 11:30:42.000000,2023-11-21 11:30:33,1118.0,,3.0,8.0,28.0,,12.0,6.0,,,,11.0,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
230,Awesome Neural Geometry,,community,,https://github.com/neurreps/awesome-neural-geometry,"A curated collection of resources and research related to the geometry of representations in the brain, deep networks,..",8,True,"['educational', 'rep-learn']",neurreps/awesome-neural-geometry,https://github.com/neurreps/awesome-neural-geometry,2022-07-31 01:19:57,2024-09-25 13:12:36.000000,2024-09-25 13:12:36,126.0,2.0,57.0,29.0,13.0,,1.0,915.0,,,,12.0,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
231,molecularGNN_smiles,,rep-learn,Apache-2.0,https://github.com/masashitsubaki/molecularGNN_smiles,"The code of a graph neural network (GNN) for molecules, which is based on learning representations of r-radius..",8,False,,masashitsubaki/molecularGNN_smiles,https://github.com/masashitsubaki/molecularGNN_smiles,2018-11-06 00:25:26,2020-11-28 02:04:45.000000,2020-11-28 02:04:45,79.0,,75.0,6.0,,6.0,1.0,295.0,,,,1.0,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
232,RDKit Tutorials,,educational,https://github.com/rdkit/rdkit-tutorials/blob/master/LICENSE,https://github.com/rdkit/rdkit-tutorials,Tutorials to learn how to work with the RDKit.,8,False,,rdkit/rdkit-tutorials,https://github.com/rdkit/rdkit-tutorials,2016-10-07 03:34:01,2023-03-19 13:36:55.000000,2023-03-19 13:36:55,68.0,,73.0,17.0,7.0,5.0,1.0,261.0,,,,5.0,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
233,QDF for molecule,,ml-esm,MIT,https://github.com/masashitsubaki/QuantumDeepField_molecule,"Quantum deep field: data-driven wave function, electron density generation, and energy prediction and extrapolation..",8,False,,masashitsubaki/QuantumDeepField_molecule,https://github.com/masashitsubaki/QuantumDeepField_molecule,2020-11-11 01:06:09,2021-02-20 03:46:18.000000,2021-02-20 03:46:09,20.0,,42.0,4.0,,1.0,3.0,203.0,,,,1.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
234,Equiformer,,rep-learn,MIT,https://github.com/atomicarchitects/equiformer,[ICLR 2023 Spotlight] Equiformer: Equivariant Graph Attention Transformer for 3D Atomistic Graphs.,8,True,['transformer'],atomicarchitects/equiformer,https://github.com/atomicarchitects/equiformer,2023-02-28 00:21:30,2024-07-27 08:42:53.000000,2024-07-18 10:32:17,6.0,,37.0,5.0,2.0,6.0,9.0,202.0,,,,2.0,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
235,EquiformerV2,,rep-learn,MIT,https://github.com/atomicarchitects/equiformer_v2,[ICLR 2024] EquiformerV2: Improved Equivariant Transformer for Scaling to Higher-Degree Representations.,8,True,,atomicarchitects/equiformer_v2,https://github.com/atomicarchitects/equiformer_v2,2023-06-21 07:09:58,2024-07-31 23:38:48.000000,2024-07-16 05:51:23,16.0,,26.0,5.0,1.0,14.0,4.0,202.0,,,,2.0,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
236,BestPractices,,educational,MIT,https://github.com/anthony-wang/BestPractices,Things that you should (and should not) do in your Materials Informatics research.,8,True,,anthony-wang/BestPractices,https://github.com/anthony-wang/BestPractices,2020-05-05 19:41:25,2023-11-17 02:58:25.000000,2023-11-17 02:58:25,17.0,,70.0,8.0,8.0,5.0,2.0,178.0,,,,3.0,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
237,G-SchNet,,generative,MIT,https://github.com/atomistic-machine-learning/G-SchNet,G-SchNet - a generative model for 3d molecular structures.,8,False,,atomistic-machine-learning/G-SchNet,https://github.com/atomistic-machine-learning/G-SchNet,2019-10-21 13:48:59,2023-03-24 12:05:41.000000,2023-03-24 12:05:41,64.0,,25.0,7.0,,,10.0,129.0,,,,2.0,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
238,AIMNet,,ml-iap,MIT,https://github.com/aiqm/aimnet,Atoms In Molecules Neural Network Potential.,8,False,['single-paper'],aiqm/aimnet,https://github.com/aiqm/aimnet,2018-09-26 17:28:37,2019-11-21 23:49:01.000000,2019-11-21 23:49:00,7.0,,25.0,10.0,2.0,4.0,,97.0,,,,3.0,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
239,ANI-1 Dataset,,datasets,MIT,https://github.com/isayev/ANI1_dataset,A data set of 20 million calculated off-equilibrium conformations for organic molecules.,8,False,,isayev/ANI1_dataset,https://github.com/isayev/ANI1_dataset,2017-08-07 20:08:46,2022-08-08 15:56:17.000000,2022-08-08 15:56:17,25.0,,18.0,12.0,2.0,8.0,3.0,96.0,,,,3.0,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
240,MoleculeNet Leaderboard,,datasets,MIT,https://github.com/deepchem/moleculenet,,8,False,['benchmarking'],deepchem/moleculenet,https://github.com/deepchem/moleculenet,2020-02-24 18:14:05,2021-04-29 19:51:06.000000,2021-04-29 19:51:06,78.0,,19.0,5.0,15.0,24.0,5.0,89.0,,,,6.0,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
241,AI for Science paper collection,,community,Apache-2.0,https://github.com/sherrylixuecheng/AI_for_Science_paper_collection,List the AI for Science papers accepted by top conferences.,8,True,,sherrylixuecheng/AI_for_Science_paper_collection,https://github.com/sherrylixuecheng/AI_for_Science_paper_collection,2024-06-28 16:20:57,2024-09-14 16:58:10.000000,2024-09-14 16:58:10,79.0,29.0,6.0,2.0,10.0,,,61.0,,,,5.0,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
242,MACE-Jax,,ml-iap,MIT,https://github.com/ACEsuit/mace-jax,Equivariant machine learning interatomic potentials in JAX.,8,True,,ACEsuit/mace-jax,https://github.com/ACEsuit/mace-jax,2023-02-06 12:10:16,2023-10-04 08:07:35.000000,2023-10-04 08:07:35,207.0,,5.0,11.0,1.0,4.0,4.0,60.0,,,,2.0,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
243,graphite,,rep-learn,MIT,https://github.com/LLNL/graphite,A repository for implementing graph network models based on atomic structures.,8,True,,llnl/graphite,https://github.com/LLNL/graphite,2022-06-27 19:15:27,2024-08-08 04:10:45.000000,2024-08-08 04:10:44,30.0,2.0,9.0,5.0,4.0,3.0,1.0,60.0,,,,2.0,,,12.0,12.0,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
244,HamGNN,,ml-dft,GPL-3.0,https://github.com/QuantumLab-ZY/HamGNN,An E(3) equivariant Graph Neural Network for predicting electronic Hamiltonian matrix.,8,True,"['rep-learn', 'magnetism', 'lang-c']",QuantumLab-ZY/HamGNN,https://github.com/QuantumLab-ZY/HamGNN,2023-07-14 12:20:27,2024-09-26 08:22:48.000000,2024-09-26 08:22:48,70.0,15.0,15.0,5.0,1.0,25.0,6.0,56.0,,,,2.0,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
245,DeeperGATGNN,,rep-learn,MIT,https://github.com/usccolumbia/deeperGATGNN,Scalable graph neural networks for materials property prediction.,8,True,,usccolumbia/deeperGATGNN,https://github.com/usccolumbia/deeperGATGNN,2021-09-29 17:31:02,2024-01-19 18:11:52.000000,2024-01-19 18:11:38,25.0,,8.0,3.0,1.0,4.0,8.0,48.0,2022-03-08 02:14:28.000,1.0,1.0,3.0,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
246,GAP,,ml-iap,https://github.com/libAtoms/GAP/blob/main/LICENSE.md,https://libatoms.github.io/,Gaussian Approximation Potential (GAP).,8,True,,libAtoms/GAP,https://github.com/libAtoms/GAP,2021-03-22 14:48:56,2024-08-17 08:35:27.000000,2024-08-17 08:35:27,206.0,1.0,20.0,10.0,69.0,,,40.0,,,,13.0,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
247,SIMPLE-NN v2,,ml-iap,GPL-3.0,https://github.com/MDIL-SNU/SIMPLE-NN_v2,SIMPLE-NN is an open package that constructs Behler-Parrinello-type neural-network interatomic potentials from ab..,8,True,,MDIL-SNU/SIMPLE-NN_v2,https://github.com/MDIL-SNU/SIMPLE-NN_v2,2021-03-02 09:36:49,2023-12-29 02:08:47.000000,2023-12-29 02:08:47,504.0,,17.0,5.0,88.0,4.0,9.0,40.0,,,,13.0,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
248,SNAP,,ml-iap,BSD-3-Clause,https://github.com/materialsvirtuallab/snap,Repository for spectral neighbor analysis potential (SNAP) model development.,8,False,,materialsvirtuallab/snap,https://github.com/materialsvirtuallab/snap,2017-06-26 21:56:00,2020-06-30 05:20:37.000000,2020-06-30 05:20:37,38.0,,17.0,11.0,1.0,1.0,3.0,37.0,,,,6.0,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
249,pair_allegro,,md,MIT,https://github.com/mir-group/pair_allegro,LAMMPS pair style for Allegro deep learning interatomic potentials with parallelization support.,8,True,"['ml-iap', 'rep-learn']",mir-group/pair_allegro,https://github.com/mir-group/pair_allegro,2021-08-09 17:26:51,2024-08-28 14:05:40.000000,2024-06-05 17:00:50,101.0,,8.0,9.0,3.0,12.0,18.0,34.0,,,,2.0,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
250,Atomistic Adversarial Attacks,,ml-iap,MIT,https://github.com/learningmatter-mit/Atomistic-Adversarial-Attacks,Code for performing adversarial attacks on atomistic systems using NN potentials.,8,False,['probabilistic'],learningmatter-mit/Atomistic-Adversarial-Attacks,https://github.com/learningmatter-mit/Atomistic-Adversarial-Attacks,2021-03-28 17:39:52,2022-10-03 16:19:31.000000,2022-10-03 16:19:29,33.0,,7.0,5.0,1.0,,1.0,31.0,2021-07-19 18:09:36.000,1.0.1,1.0,6.0,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
251,ALF,,ml-iap,https://github.com/lanl/ALF/blob/main/LICENSE,https://github.com/lanl/ALF,A framework for performing active learning for training machine-learned interatomic potentials.,8,True,['active-learning'],lanl/alf,https://github.com/lanl/ALF,2023-01-04 23:13:24,2024-10-11 06:03:08.000000,2024-08-08 16:59:10,149.0,1.0,12.0,8.0,27.0,,,30.0,,,,5.0,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
252,CGAT,,rep-learn,MIT,https://github.com/hyllios/CGAT,Crystal graph attention neural networks for materials prediction.,8,False,,hyllios/CGAT,https://github.com/hyllios/CGAT,2021-03-28 09:51:15,2023-07-18 12:04:35.000000,2023-01-10 22:31:07,153.0,,9.0,3.0,1.0,,1.0,25.0,2023-07-18 12:04:35.000,0.1,1.0,4.0,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
253,UVVisML,,rep-learn,MIT,https://github.com/learningmatter-mit/uvvisml,Predict optical properties of molecules with machine learning.,8,False,"['optical-properties', 'single-paper', 'probabilistic']",learningmatter-mit/uvvisml,https://github.com/learningmatter-mit/uvvisml,2021-10-13 05:58:48,2023-05-26 22:35:14.000000,2023-05-26 22:35:14,17.0,,7.0,4.0,1.0,,1.0,23.0,2022-02-06 18:14:14.000,0.0.2,2.0,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
254,GElib,,math,MPL-2.0,https://github.com/risi-kondor/GElib,C++/CUDA library for SO(3) equivariant operations.,8,True,['lang-cpp'],risi-kondor/GElib,https://github.com/risi-kondor/GElib,2021-08-24 20:56:40,2024-09-25 17:51:19.000000,2024-07-27 21:36:58,602.0,1.0,3.0,4.0,4.0,4.0,4.0,19.0,,,,4.0,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
255,COSMO Software Cookbook,,educational,BSD-3-Clause,https://github.com/lab-cosmo/atomistic-cookbook,A cookbook wtih recipes for atomic-scale modeling of materials and molecules.,8,True,,lab-cosmo/software-cookbook,https://github.com/lab-cosmo/atomistic-cookbook,2023-05-23 10:33:47,2024-10-16 09:32:07.000000,2024-10-14 13:34:41,102.0,36.0,1.0,16.0,79.0,1.0,11.0,16.0,,,,11.0,,,,,,,,,,,,,2.0,,,,,,,lab-cosmo/atomistic-cookbook,,,,,,,,,,,,,,
256,TurboGAP,,ml-iap,https://github.com/mcaroba/turbogap/blob/master/LICENSE.md,https://github.com/mcaroba/turbogap,The TurboGAP code.,8,True,['lang-fortran'],mcaroba/turbogap,https://github.com/mcaroba/turbogap,2021-05-02 09:19:05,2024-10-17 16:14:11.000000,2024-10-17 16:13:48,316.0,7.0,9.0,8.0,7.0,8.0,3.0,16.0,,,,8.0,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
257,bVAE-IM,,generative,MIT,https://github.com/tsudalab/bVAE-IM,Implementation of Chemical Design with GPU-based Ising Machine.,8,False,"['qml', 'single-paper']",tsudalab/bVAE-IM,https://github.com/tsudalab/bVAE-IM,2023-03-01 08:26:56,2023-07-11 04:39:24.000000,2023-07-11 04:39:24,39.0,,3.0,8.0,,,,11.0,2023-03-01 14:26:13.000,1.0.0,1.0,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
258,T-e3nn,,rep-learn,MIT,https://github.com/Hongyu-yu/T-e3nn,Time-reversal Euclidean neural networks based on e3nn.,8,True,['magnetism'],Hongyu-yu/T-e3nn,https://github.com/Hongyu-yu/T-e3nn,2022-11-21 14:49:45,2024-09-29 08:13:51.000000,2024-09-29 08:13:51,2146.0,1.0,,2.0,,,,9.0,,,,26.0,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
259,optimade.science,,community,MIT,https://optimade.science,A sky-scanner Optimade browser-only GUI.,8,True,['datasets'],tilde-lab/optimade.science,https://github.com/tilde-lab/optimade.science,2019-06-08 14:10:54,2024-06-10 12:03:39.000000,2024-06-10 12:03:39,247.0,,2.0,4.0,32.0,7.0,19.0,8.0,2023-03-02 20:13:25.000,2.0.0,1.0,8.0,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
260,Asparagus,,ml-iap,MIT,https://github.com/MMunibas/Asparagus,"Program Package for Sampling, Training and Applying ML-based Potential models https://doi.org/10.48550/arXiv.2407.15175.",8,False,"['workflows', 'sampling', 'md']",MMunibas/Asparagus,https://github.com/MMunibas/Asparagus,2024-07-08 13:44:56,2024-10-17 15:03:00.000000,2024-10-17 15:02:53,44.0,40.0,3.0,1.0,4.0,,,4.0,,,2.0,6.0,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
261,MEGNetSparse,,ml-iap,MIT,https://github.com/HSE-LAMBDA/MEGNetSparse,"A library imlementing a graph neural network with sparse representation from Code for Kazeev, N., Al-Maeeni, A.R.,..",8,False,['material-defect'],HSE-LAMBDA/MEGNetSparse,https://github.com/HSE-LAMBDA/MEGNetSparse,2023-07-19 08:17:42,2024-10-17 14:05:03.000000,2024-10-17 14:04:59,24.0,5.0,1.0,2.0,,,,1.0,2023-08-21 17:11:01.000,0.0.10,9.0,2.0,MEGNetSparse,,2.0,2.0,https://pypi.org/project/MEGNetSparse,2023-08-21 17:11:01.000,,560.0,560.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,
262,Awesome-Graph-Generation,,community,,https://github.com/yuanqidu/awesome-graph-generation,A curated list of up-to-date graph generation papers and resources.,7,True,['rep-learn'],yuanqidu/awesome-graph-generation,https://github.com/yuanqidu/awesome-graph-generation,2021-08-07 05:43:46,2024-10-14 12:01:41.000000,2024-10-14 12:01:35,85.0,1.0,18.0,7.0,2.0,,,280.0,,,,4.0,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
