,name,resource,category,homepage,description,projectrank,show,license,labels,github_id,github_url,created_at,updated_at,last_commit_pushed_at,commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,release_count,contributor_count,pypi_id,conda_id,recent_commit_count,dependent_project_count,github_dependent_project_count,pypi_url,pypi_latest_release_published_at,pypi_dependent_project_count,pypi_monthly_downloads,monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,projectrank_placing,dockerhub_id,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,updated_github_id,github_release_downloads,maven_id,maven_url,maven_latest_release_published_at,maven_dependent_project_count,trending,npm_id,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,gitlab_id,gitlab_url,ignore,docs_url
60,MPContribs,,datasets,https://github.com/materialsproject/MPContribs,Platform for materials scientists to contribute and disseminate their materials data through Materials Project.,26,True,MIT,,materialsproject/MPContribs,https://github.com/materialsproject/MPContribs,2014-12-11 18:25:27,2025-12-15 16:01:46.000,2025-12-09 19:55:45,5933.0,26.0,8.0,1876.0,33.0,81.0,39.0,2025-09-05 01:09:34.000,5.10.4,168.0,28.0,mpcontribs-client,,88.0,60.0,53.0,https://pypi.org/project/mpcontribs-client,2025-09-05 01:09:34.000,7.0,10057.0,10057.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,
61,JAX-DFT,,ml-dft,https://github.com/google-research/google-research/tree/master/jax_dft,This library provides basic building blocks that can construct DFT calculations as a differentiable program.,25,True,Apache-2.0,,google-research/google-research,https://github.com/google-research/google-research,2018-10-04 18:42:48,2025-12-18 07:03:40.000,2025-12-18 07:03:32,4881.0,8272.0,757.0,1000.0,1714.0,345.0,36908.0,,,,849.0,,,33.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
62,DScribe,,rep-eng,https://github.com/SINGROUP/dscribe,DScribe is a python package for creating machine learning descriptors for atomistic systems.,25,True,Apache-2.0,,SINGROUP/dscribe,https://github.com/SINGROUP/dscribe,2017-05-08 08:29:51,2025-12-10 06:19:42.059,2025-09-27 17:00:55,1290.0,96.0,18.0,32.0,13.0,96.0,453.0,2025-09-27 17:11:56.000,2.1.2,33.0,18.0,dscribe,conda-forge/dscribe,2.0,335.0,272.0,https://pypi.org/project/dscribe,2025-09-27 17:11:56.000,63.0,163802.0,167726.0,https://anaconda.org/conda-forge/dscribe,2025-12-10 06:19:42.059,255122.0,1.0,,,,,,,,,,,,,,,,,,,,,
63,QUIP,,general-tool,https://github.com/libAtoms/QUIP,libAtoms/QUIP molecular dynamics framework: https://libatoms.github.io.,25,True,GPL-2.0,"['md', 'ml-iap', 'rep-eng', 'lang-fortran']",libAtoms/QUIP,https://github.com/libAtoms/QUIP,2013-07-02 15:21:59,2025-12-15 11:29:06.000,2025-04-22 20:48:10,10867.0,126.0,23.0,182.0,116.0,372.0,380.0,2023-06-15 19:54:01.129,0.9.14,15.0,86.0,quippy-ase,,,50.0,46.0,https://pypi.org/project/quippy-ase,2023-01-15 16:54:03.041,4.0,2805.0,2883.0,,,,2.0,libatomsquip/quip,https://hub.docker.com/r/libatomsquip/quip,2023-04-24 21:25:17.345957,4.0,10225.0,,761.0,,,,,-1.0,,,,,,,,,
64,DP-GEN,,active-learning,https://github.com/deepmodeling/dpgen,The deep potential generator to generate a deep-learning based model of interatomic potential energy and force field.,25,True,LGPL-3.0,"['ml-iap', 'md', 'workflows']",deepmodeling/dpgen,https://github.com/deepmodeling/dpgen,2019-06-13 11:43:56,2025-12-16 10:01:08.000,2025-12-16 10:01:06,2228.0,184.0,10.0,941.0,54.0,297.0,371.0,2025-08-07 07:42:43.000,0.13.2,21.0,73.0,dpgen,deepmodeling/dpgen,15.0,10.0,8.0,https://pypi.org/project/dpgen,2025-08-07 07:42:43.000,2.0,1514.0,1546.0,https://anaconda.org/deepmodeling/dpgen,2025-03-25 16:24:58.041,265.0,1.0,,,,,,,2035.0,,,,,,,,,,,,,,
65,SevenNet,,uip,https://github.com/MDIL-SNU/SevenNet,SevenNet - a graph neural network interatomic potential package supporting efficient multi-GPU parallel molecular..,25,True,GPL-3.0,"['ml-iap', 'md', 'pretrained']",MDIL-SNU/SevenNet,https://github.com/MDIL-SNU/SevenNet,2023-02-16 06:31:53,2025-12-14 03:19:20.000,2025-12-14 03:11:23,1152.0,44.0,9.0,162.0,19.0,60.0,208.0,2025-12-14 03:19:20.000,0.12.0,18.0,19.0,sevenn,,74.0,22.0,,https://pypi.org/project/sevenn,2025-12-14 03:12:40.000,22.0,126431.0,126704.0,,,,2.0,,,,,,,7937.0,,,,,8.0,,,,,,,,,
66,dgl-lifesci,,rep-learn,https://github.com/awslabs/dgl-lifesci,Python package for graph neural networks in chemistry and biology.,24,False,Apache-2.0,,awslabs/dgl-lifesci,https://github.com/awslabs/dgl-lifesci,2020-04-23 07:14:21,2023-11-01 19:32:07.000,2023-04-16 03:55:52,236.0,160.0,14.0,141.0,31.0,57.0,785.0,2023-02-13 08:45:17.000,0.3.2,17.0,22.0,dgllife,,,353.0,349.0,https://pypi.org/project/dgllife,2022-12-21 13:18:00.570,4.0,27826.0,27826.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,
67,TorchSim,,md,https://github.com/TorchSim/torch-sim,"Torch-native, batchable, atomistic simulations.",24,True,MIT,"['htc', 'uip', 'ml-iap', 'structure-optimization']",Radical-AI/torch-sim,https://github.com/TorchSim/torch-sim,2025-03-03 15:13:57,2025-12-16 22:23:46.000,2025-12-16 16:47:25,214.0,74.0,6.0,246.0,45.0,78.0,385.0,2025-12-11 21:07:42.000,0.4.2,8.0,29.0,torch-sim-atomistic,,59.0,,,https://pypi.org/project/torch-sim-atomistic,2025-12-11 21:08:55.000,,110014.0,110014.0,,,,1.0,,,,,,TorchSim/torch-sim,,,,,,,,,,,,,,,
68,OPTIMADE Python tools,,datasets,https://github.com/Materials-Consortia/optimade-python-tools,Tools for implementing and consuming OPTIMADE APIs in Python.,24,True,MIT,,Materials-Consortia/optimade-python-tools,https://github.com/Materials-Consortia/optimade-python-tools,2018-06-05 21:00:07,2025-12-15 05:10:11.000,2025-11-20 19:13:04,1799.0,49.0,5.0,1871.0,108.0,375.0,83.0,2025-10-17 18:12:00.000,1.3.1,124.0,33.0,optimade,conda-forge/optimade,23.0,4.0,,https://pypi.org/project/optimade,2025-10-17 18:12:00.000,4.0,16674.0,19260.0,https://anaconda.org/conda-forge/optimade,2025-10-17 18:56:34.211,157761.0,1.0,,,,,,,,,,,,,,,,,,,,,
69,Best-of Machine Learning with Python,,community,https://github.com/lukasmasuch/best-of-ml-python,A ranked list of awesome machine learning Python libraries. Updated weekly.,23,True,CC-BY-4.0,"['general-ml', 'lang-py']",ml-tooling/best-of-ml-python,https://github.com/lukasmasuch/best-of-ml-python,2020-11-29 19:41:36,2025-12-18 14:07:10.000,2025-11-07 05:42:31,627.0,2963.0,446.0,343.0,28.0,34.0,22951.0,2025-11-04 05:45:47.000,2025.10.30,100.0,56.0,,,16.0,,,,,,,,,,,1.0,,,,,,lukasmasuch/best-of-ml-python,,,,,,,,,,,,,,,
70,MACE-FOUNDATION models,,uip,https://github.com/ACEsuit/mace-foundations,"MACE foundation models (MP, OMAT, Matpes).",23,True,MIT,"['ml-iap', 'pretrained', 'rep-learn', 'md']",ACEsuit/mace-foundations,https://github.com/ACEsuit/mace-foundations,2024-01-11 10:55:55,2025-11-19 11:32:20.000,2025-11-19 11:32:20,32.0,356.0,15.0,2.0,3.0,27.0,963.0,2025-10-29 21:46:23.000,mace_mh_1,12.0,3.0,mace-torch,,3.0,62.0,,https://pypi.org/project/mace-torch,2025-08-06 17:30:11.000,62.0,56038.0,66998.0,,,,2.0,,,,,,,252098.0,,,,,,,,,,,,,,
71,MEGNet,,ml-iap,https://github.com/materialyzeai/megnet,Graph Networks as a Universal Machine Learning Framework for Molecules and Crystals.,23,False,BSD-3-Clause,['multifidelity'],materialsvirtuallab/megnet,https://github.com/materialyzeai/megnet,2018-12-12 21:31:28,2023-04-27 02:39:17.000,2023-04-27 02:39:17,1146.0,157.0,21.0,314.0,21.0,57.0,549.0,2022-11-16 21:25:01.818,1.3.2,37.0,14.0,megnet,,,98.0,94.0,https://pypi.org/project/megnet,2022-11-16 21:25:01.818,4.0,1275.0,1275.0,,,,1.0,,,,,,materialyzeai/megnet,,,,,,,,,,,,,,,
72,Metatensor,,data-structures,https://github.com/metatensor/metatensor,Self-describing sparse tensor data format for atomistic machine learning and beyond.,23,True,BSD-3-Clause,"['ml-iap', 'md', 'lang-rust', 'lang-c', 'lang-cpp', 'lang-py']",metatensor/metatensor,https://github.com/metatensor/metatensor,2022-03-01 15:58:28,2025-12-18 15:04:56.000,2025-12-17 14:06:15,1063.0,25.0,15.0,760.0,72.0,193.0,90.0,2025-12-11 14:30:34.000,metatensor-core-v0.1.19,78.0,35.0,metatensor,,44.0,14.0,14.0,https://pypi.org/project/metatensor,2024-01-26 17:26:59.000,,1538.0,3514.0,,,,2.0,,,,,,,51387.0,,,,,,,,,,,,,,
73,Metatrain,,ml-iap,https://github.com/metatensor/metatrain,"Train, fine-tune, and manipulate machine learning models for atomistic systems.",23,True,BSD-3-Clause,"['workflows', 'benchmarking', 'rep-eng', 'rep-learn']",metatensor/metatrain,https://github.com/metatensor/metatrain,2023-11-20 14:51:11,2025-12-18 14:31:25.000,2025-12-17 12:18:01,630.0,19.0,13.0,716.0,85.0,196.0,50.0,2025-11-25 08:10:57.000,2025.12,16.0,28.0,metatrain,,139.0,11.0,8.0,https://pypi.org/project/metatrain,2025-11-25 08:10:49.000,3.0,8315.0,8321.0,,,,1.0,,,,,,,67.0,,,,,,,,,,,,,,
74,MACE,,ml-iap,https://github.com/ACEsuit/mace,MACE - Fast and accurate machine learning interatomic potentials with higher order equivariant message passing.,22,True,MIT,,ACEsuit/mace,https://github.com/ACEsuit/mace,2022-06-21 18:44:34,2025-12-18 16:49:38.000,2025-11-07 16:02:42,1567.0,356.0,24.0,424.0,96.0,441.0,983.0,2025-08-05 18:03:39.000,0.3.14,15.0,63.0,,,19.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
75,GPUMD,,md,https://github.com/brucefan1983/GPUMD,GPUMD is a highly efficient general-purpose molecular dynamic (MD) package and enables machine-learned potentials..,22,True,GPL-3.0,"['ml-iap', 'lang-cpp', 'electrostatics']",brucefan1983/GPUMD,https://github.com/brucefan1983/GPUMD,2017-07-14 15:32:56,2025-12-18 13:35:44.000,2025-12-18 12:39:42,6110.0,162.0,29.0,970.0,17.0,234.0,699.0,2025-12-18 13:35:44.000,4.7,50.0,55.0,,,370.0,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
76,TorchMD-NET,,ml-iap,https://github.com/torchmd/torchmd-net,Training neural network potentials.,22,True,MIT,"['md', 'rep-learn', 'transformer', 'pretrained']",torchmd/torchmd-net,https://github.com/torchmd/torchmd-net,2021-04-09 16:16:32,2025-12-18 15:44:07.000,2025-12-08 13:11:54,1437.0,94.0,6.0,248.0,44.0,88.0,454.0,2025-12-02 09:24:34.000,2.4.13,38.0,19.0,,conda-forge/torchmd-net,12.0,,,,,,,26412.0,https://anaconda.org/conda-forge/torchmd-net,2025-08-27 20:45:55.616,686572.0,1.0,,,,,,,177.0,,,,,,,,,,,,,,
77,MAML,,general-tool,https://github.com/materialyzeai/maml,"Python for Materials Machine Learning, Materials Descriptors, Machine Learning Force Fields, Deep Learning, etc.",22,True,BSD-3-Clause,,materialsvirtuallab/maml,https://github.com/materialyzeai/maml,2020-01-25 15:04:21,2025-12-01 21:27:53.000,2025-12-01 21:27:52,1873.0,93.0,18.0,627.0,11.0,65.0,445.0,2025-04-02 04:37:00.000,2025.4.3,20.0,39.0,maml,,6.0,19.0,16.0,https://pypi.org/project/maml,2025-04-02 04:37:00.000,3.0,1777.0,1777.0,,,,2.0,,,,,,materialyzeai/maml,,,,,,,,,,,,,,,
78,JARVIS-Tools,,general-tool,https://github.com/usnistgov/jarvis,About JARVIS-Tools: an open-source software package for data-driven atomistic materials design. Publications:..,22,True,https://github.com/usnistgov/jarvis/blob/master/LICENSE.rst,,usnistgov/jarvis,https://github.com/usnistgov/jarvis,2017-06-22 19:34:02,2025-08-25 15:23:20.000,2025-08-25 15:19:58,2112.0,132.0,22.0,239.0,49.0,45.0,361.0,2025-06-24 13:33:58.000,2025.5.30,113.0,16.0,jarvis-tools,conda-forge/jarvis-tools,,40.0,,https://pypi.org/project/jarvis-tools,2025-06-24 13:33:58.000,40.0,93894.0,95836.0,https://anaconda.org/conda-forge/jarvis-tools,2025-04-22 14:57:38.490,120459.0,2.0,,,,,,,,,,,,,,,,,,,,,
79,CHGNet,,uip,https://github.com/CederGroupHub/chgnet,Pretrained universal neural network potential for charge-informed atomistic modeling https://chgnet.lbl.gov.,22,True,https://github.com/CederGroupHub/chgnet/blob/main/LICENSE,"['ml-iap', 'md', 'pretrained', 'electrostatics', 'magnetism', 'structure-relaxation']",CederGroupHub/chgnet,https://github.com/CederGroupHub/chgnet,2023-02-24 23:44:24,2025-10-26 21:51:32.000,2025-10-26 21:51:28,450.0,90.0,6.0,105.0,4.0,72.0,350.0,2025-09-22 20:50:15.000,0.4.2,19.0,12.0,chgnet,,8.0,89.0,61.0,https://pypi.org/project/chgnet,2025-09-22 20:50:15.000,28.0,40936.0,40936.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,
80,cuEquivariance,,math,https://github.com/NVIDIA/cuEquivariance,cuEquivariance is a math library that is a collective of low-level primitives and tensor ops to accelerate widely-used..,22,True,Apache-2.0,['rep-learn'],NVIDIA/cuEquivariance,https://github.com/NVIDIA/cuEquivariance,2024-10-22 15:36:00,2025-12-17 18:03:08.000,2025-12-15 17:31:39,137.0,23.0,18.0,157.0,14.0,53.0,336.0,2025-12-08 21:27:57.000,0.8.0,11.0,6.0,cuequivariance,conda-forge/cuequivariance,31.0,8.0,,https://pypi.org/project/cuequivariance,2025-12-08 21:28:16.000,8.0,62149.0,63690.0,https://anaconda.org/conda-forge/cuequivariance,2025-12-09 08:08:23.388,16951.0,1.0,,,,,,,,,,,,,,,,,,,,,
81,pymatviz,,visualization,https://github.com/janosh/pymatviz,A toolkit for visualizations in materials informatics.,22,True,MIT,"['general-tool', 'probabilistic']",janosh/pymatviz,https://github.com/janosh/pymatviz,2021-02-21 12:40:34,2025-11-11 19:27:19.000,2025-11-11 19:27:18,492.0,37.0,5.0,263.0,7.0,59.0,288.0,2025-11-08 05:10:21.000,0.17.3,40.0,12.0,pymatviz,,8.0,39.0,29.0,https://pypi.org/project/pymatviz,2025-11-08 05:10:21.000,10.0,9429.0,9440.0,,,,2.0,,,,,,,535.0,,,,,4.0,,,,,,,,,
82,e3nn-jax,,rep-learn,https://github.com/e3nn/e3nn-jax,jax library for E3 Equivariant Neural Networks.,22,True,Apache-2.0,,e3nn/e3nn-jax,https://github.com/e3nn/e3nn-jax,2021-06-08 13:21:51,2025-08-25 20:44:52.000,2025-01-23 21:45:38,1036.0,19.0,12.0,62.0,4.0,22.0,221.0,2025-08-25 20:44:52.000,0.20.8,44.0,8.0,e3nn-jax,,,109.0,78.0,https://pypi.org/project/e3nn-jax,2025-08-25 20:44:52.000,31.0,73622.0,73622.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,
83,MatCalc,,ml-iap,https://github.com/materialyzeai/matcalc,A python library for calculating materials properties from the PES.,22,True,BSD-3-Clause,"['workflows', 'benchmarking', 'uip', 'pretrained', 'model-repository']",materialsvirtuallab/matcalc,https://github.com/materialyzeai/matcalc,2023-07-25 02:04:04,2025-12-18 14:57:09.000,2025-12-18 14:57:07,1016.0,31.0,6.0,101.0,4.0,18.0,127.0,2025-12-09 14:34:30.000,0.4.5,20.0,22.0,matcalc,,83.0,23.0,13.0,https://pypi.org/project/matcalc,2025-12-09 14:59:08.000,10.0,1845.0,1845.0,,,,1.0,,,,,,materialyzeai/matcalc,,,,,,,,,,,,,,,
84,ZnDraw,,visualization,https://github.com/zincware/ZnDraw,"A powerful tool for visualizing, modifying, and analysing atomistic systems.",22,True,EPL-2.0,"['md', 'generative', 'lang-js']",zincware/ZnDraw,https://github.com/zincware/ZnDraw,2023-04-12 15:01:21,2025-12-17 18:00:11.000,2025-12-17 17:19:29,412.0,5.0,1.0,450.0,71.0,296.0,47.0,2025-08-21 09:08:15.000,0.5.11,106.0,8.0,zndraw,,412.0,16.0,11.0,https://pypi.org/project/zndraw,2025-12-17 16:13:25.000,5.0,3917.0,3917.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,
85,DIG: Dive into Graphs,,rep-learn,https://github.com/divelab/DIG,A library for graph deep learning research.,21,False,GPL-3.0,,divelab/DIG,https://github.com/divelab/DIG,2020-10-30 03:51:15,2024-07-15 07:18:56.000,2024-02-04 20:37:53,1083.0,284.0,29.0,42.0,37.0,177.0,1998.0,2023-04-07 20:33:15.000,1.1.0,10.0,50.0,dive-into-graphs,,,,,https://pypi.org/project/dive-into-graphs,2022-06-27 05:08:24.000,,1775.0,1775.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,
86,OpenML,,community,https://github.com/openml/OpenML,Open Machine Learning.,21,True,BSD-3,['datasets'],openml/OpenML,https://github.com/openml/OpenML,2012-12-11 11:27:40,2025-12-10 10:46:57.000,2025-11-28 08:25:07,2345.0,117.0,45.0,238.0,383.0,572.0,724.0,2025-11-28 08:26:23.000,1.2.3,6.0,35.0,,,12.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
87,Chemiscope,,visualization,https://github.com/lab-cosmo/chemiscope,An interactive structure/property explorer for materials and molecules.,21,True,BSD-3-Clause,['lang-js'],lab-cosmo/chemiscope,https://github.com/lab-cosmo/chemiscope,2019-10-03 09:59:42,2025-12-17 20:40:13.000,2025-12-17 20:32:06,832.0,42.0,21.0,311.0,37.0,121.0,163.0,2025-12-17 20:39:42.000,0.9.0,29.0,27.0,,,24.0,9.0,6.0,,,,,85.0,,,,3.0,,,,,,,571.0,,,,,,chemiscope,https://www.npmjs.com/package/chemiscope,2023-03-15 15:39:26.701,3.0,77.0,,,,
88,janus-core,,ml-iap,https://github.com/stfc/janus-core,Tools for machine learnt interatomic potentials.,21,True,BSD-3-Clause,"['benchmarking', 'workflows', 'structure-optimization', 'md', 'transport-phenomena']",stfc/janus-core,https://github.com/stfc/janus-core,2024-02-07 11:12:56,2025-12-13 03:57:34.000,2025-12-13 03:57:34,413.0,14.0,5.0,360.0,53.0,247.0,41.0,2025-11-11 17:20:56.000,0.8.6,41.0,9.0,janus-core,,24.0,16.0,13.0,https://pypi.org/project/janus-core,2025-11-11 17:20:56.000,3.0,4176.0,4186.0,,,,2.0,,,,,,,235.0,,,,,,,,,,,,,,
89,NVIDIA Deep Learning Examples for Tensor Cores,,rep-learn,https://github.com/NVIDIA/DeepLearningExamples#graph-neural-networks,State-of-the-Art Deep Learning scripts organized by models - easy to train and deploy with reproducible accuracy and..,20,False,https://github.com/NVIDIA/DeepLearningExamples/blob/master/DGLPyTorch/DrugDiscovery/SE3Transformer/LICENSE,"['educational', 'drug-discovery']",NVIDIA/DeepLearningExamples,https://github.com/NVIDIA/DeepLearningExamples,2018-05-02 17:04:05,2024-08-12 14:01:29.000,2024-04-04 13:37:56,1437.0,3253.0,291.0,549.0,341.0,573.0,14661.0,,,,114.0,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
90,DM21,,ml-dft,https://github.com/google-deepmind/deepmind-research/tree/master/density_functional_approximation_dm21,This package provides a PySCF interface to the DM21 (DeepMind 21) family of exchange-correlation functionals described..,20,False,Apache-2.0,,google-deepmind/deepmind-research,https://github.com/google-deepmind/deepmind-research,2019-01-15 09:54:13,2025-12-05 23:01:25.000,2023-06-02 17:04:50,369.0,2778.0,331.0,284.0,266.0,142.0,14557.0,,,,92.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
91,ATOM3D,,datasets,https://github.com/drorlab/atom3d,ATOM3D: tasks on molecules in three dimensions.,20,False,MIT,"['biomolecules', 'benchmarking']",drorlab/atom3d,https://github.com/drorlab/atom3d,2020-04-03 22:53:11,2023-03-02 18:21:02.000,2023-03-02 18:20:29,798.0,35.0,14.0,6.0,22.0,40.0,315.0,2022-07-20 00:58:03.115,0.2.6,15.0,10.0,atom3d,,,57.0,57.0,https://pypi.org/project/atom3d,2022-07-20 00:58:03.115,,2282.0,2282.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,
92,KFAC-JAX,,math,https://github.com/google-deepmind/kfac-jax,Second Order Optimization and Curvature Estimation with K-FAC in JAX.,20,True,Apache-2.0,,google-deepmind/kfac-jax,https://github.com/google-deepmind/kfac-jax,2022-03-18 10:19:24,2025-12-17 16:37:48.000,2025-12-17 16:37:43,318.0,27.0,11.0,347.0,19.0,11.0,298.0,2025-05-20 17:49:21.000,0.0.7,6.0,19.0,kfac-jax,,10.0,13.0,11.0,https://pypi.org/project/kfac-jax,2025-05-20 17:49:21.000,2.0,4767.0,4767.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,
93,Molfeat,,general-tool,https://github.com/datamol-io/molfeat,molfeat - the hub for all your molecular featurizers.,20,True,Apache-2.0,"['cheminformatics', 'rep-eng', 'rep-learn', 'generative', 'language-models', 'pretrained']",datamol-io/molfeat,https://github.com/datamol-io/molfeat,2023-03-13 19:39:29,2025-05-30 17:41:45.733,2025-05-27 01:51:33,297.0,27.0,8.0,57.0,15.0,44.0,220.0,2025-05-27 02:53:26.000,0.11.0,21.0,19.0,molfeat,conda-forge/molfeat,,86.0,73.0,https://pypi.org/project/molfeat,2025-05-27 02:53:23.000,13.0,4904.0,6089.0,https://anaconda.org/conda-forge/molfeat,2025-05-30 17:41:45.733,39130.0,2.0,,,,,,,,,,,,,,,,,,,,,
94,MatBench Discovery,,community,https://github.com/janosh/matbench-discovery,An evaluation framework for machine learning models simulating high-throughput materials discovery.,20,True,MIT,"['datasets', 'benchmarking', 'model-repository']",janosh/matbench-discovery,https://github.com/janosh/matbench-discovery,2022-06-20 18:32:44,2025-12-01 17:21:15.000,2025-12-01 17:21:15,541.0,49.0,10.0,203.0,6.0,64.0,203.0,2024-09-11 19:00:12.000,1.3.1,10.0,25.0,matbench-discovery,,12.0,4.0,4.0,https://pypi.org/project/matbench-discovery,2024-09-11 19:00:12.000,,703.0,703.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,
95,ChemML,,rep-eng,https://github.com/hachmannlab/chemml,ChemML is a machine learning and informatics program suite for the chemical and materials sciences.,20,True,BSD-3-Clause,"['cheminformatics', 'active-learning', 'workflows']",hachmannlab/chemml,https://github.com/hachmannlab/chemml,2017-12-07 04:48:18,2025-12-06 23:26:11.000,2025-12-06 21:50:01,914.0,33.0,12.0,26.0,7.0,6.0,170.0,2025-12-06 23:01:12.000,1.3.2,17.0,16.0,chemml,,10.0,10.0,8.0,https://pypi.org/project/chemml,2023-10-08 16:07:41.000,2.0,164.0,164.0,,,,1.0,,,,,,,14.0,,,,,,,,,,,,,,
96,ChemBench,,language-models,https://github.com/lamalab-org/chembench,How good are LLMs at chemistry?.,20,True,MIT,"['benchmarking', 'multimodal']",lamalab-org/chembench,https://github.com/lamalab-org/chembench,2023-05-16 08:18:26,2025-11-05 09:37:51.000,2025-09-11 14:16:07,1129.0,14.0,4.0,518.0,55.0,283.0,125.0,2025-02-27 08:39:21.000,0.3.0,2.0,15.0,chembench,,,3.0,3.0,https://pypi.org/project/chembench,2025-02-27 08:39:21.000,,9757.0,9757.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,
97,Scikit-Matter,,general-tool,https://github.com/scikit-learn-contrib/scikit-matter,A collection of scikit-learn compatible utilities that implement methods born out of the materials science and..,20,True,BSD-3-Clause,['scikit-learn'],scikit-learn-contrib/scikit-matter,https://github.com/scikit-learn-contrib/scikit-matter,2020-10-12 19:23:26,2025-12-01 12:31:10.000,2025-12-01 12:31:07,424.0,24.0,15.0,197.0,17.0,62.0,89.0,2025-07-15 11:13:56.000,0.3.2,10.0,20.0,skmatter,conda-forge/skmatter,12.0,5.0,,https://pypi.org/project/skmatter,2025-07-15 11:13:49.000,5.0,4239.0,4397.0,https://anaconda.org/conda-forge/skmatter,2025-07-16 06:15:22.791,5246.0,2.0,,,,,,,13.0,,,,,,,,,,,,,,
98,Orb Models,,uip,https://github.com/orbital-materials/orb-models,ORB forcefield models from Orbital Materials.,19,True,https://github.com/orbital-materials/orb-models/blob/main/LICENSE,"['ml-iap', 'pretrained']",orbital-materials/orb-models,https://github.com/orbital-materials/orb-models,2024-08-30 15:27:25,2025-11-06 05:35:32.000,2025-11-06 05:35:31,62.0,69.0,11.0,71.0,9.0,61.0,525.0,2025-08-21 16:45:53.000,0.5.5,15.0,13.0,orb-models,,2.0,43.0,23.0,https://pypi.org/project/orb-models,2025-08-21 16:45:53.000,20.0,7953.0,7953.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,
99,MatterSim,,uip,https://github.com/microsoft/mattersim,"MatterSim: A deep learning atomistic model across elements, temperatures and pressures.",19,True,MIT,"['ml-iap', 'active-learning', 'multimodal', 'phase-transition', 'pretrained']",microsoft/mattersim,https://github.com/microsoft/mattersim,2024-09-06 07:34:07,2025-07-06 06:22:00.000,2025-07-06 04:19:08,132.0,69.0,12.0,89.0,17.0,19.0,496.0,2025-07-06 06:06:20.000,1.2.0,19.0,18.0,mattersim,,,9.0,,https://pypi.org/project/mattersim,2025-07-06 06:06:20.000,9.0,146111.0,146113.0,,,,3.0,,,,,,,28.0,,,,,5.0,,,,,,,,,
