,name,resource,category,license,homepage,description,projectrank,show,labels,github_id,github_url,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,release_count,contributor_count,pypi_id,conda_id,dependent_project_count,github_dependent_project_count,pypi_url,pypi_monthly_downloads,monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,projectrank_placing,dockerhub_id,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,github_release_downloads,updated_github_id,maven_id,maven_url,npm_id,npm_url,npm_monthly_downloads,trending,new_addition,gitlab_id,gitlab_url,ignore,docs_url
221,TurboGAP,,ml-iap,https://github.com/mcaroba/turbogap/blob/master/LICENSE.md,https://github.com/mcaroba/turbogap,The TurboGAP code.,8,True,['lang-fortran'],mcaroba/turbogap,https://github.com/mcaroba/turbogap,2021-05-02 09:19:05,2024-06-14 11:42:31.000,2023-12-14 11:12:03,238.0,,8.0,7.0,6.0,5.0,3.0,16.0,,,,8.0,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,
222,calorine,,ml-iap,https://gitlab.com/materials-modeling/calorine/-/blob/master/LICENSE,https://gitlab.com/materials-modeling/calorine,A Python package for constructing and sampling neuroevolution potential models. https://doi.org/10.21105/joss.06264.,8,False,,,,2021-04-23 16:12:56,2021-04-23 16:12:56.000,,,,4.0,,,8.0,75.0,12.0,,,13.0,,calorine,,,,https://pypi.org/project/calorine,192.0,192.0,,,,3.0,,,,,,,,,,,,,,,materials-modeling/calorine,https://gitlab.com/materials-modeling/calorine,,
223,bVAE-IM,,generative,MIT,https://github.com/tsudalab/bVAE-IM,Implementation of Chemical Design with GPU-based Ising Machine.,8,True,"['qml', 'single-paper']",tsudalab/bVAE-IM,https://github.com/tsudalab/bVAE-IM,2023-03-01 08:26:56,2023-07-11 04:39:24.000,2023-07-11 04:39:24,39.0,,3.0,8.0,,,,11.0,2023-03-01 14:26:13,1.0.0,1.0,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,
224,T-e3nn,,rep-learn,MIT,https://github.com/Hongyu-yu/T-e3nn,Time-reversal Euclidean neural networks based on e3nn.,8,False,['magnetism'],Hongyu-yu/T-e3nn,https://github.com/Hongyu-yu/T-e3nn,2022-11-21 14:49:45,2023-02-21 16:36:26.000,2023-02-21 16:36:25,2145.0,,,2.0,,,,8.0,,,,26.0,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,
225,COSMO Software Cookbook,,educational,BSD-3-Clause,https://github.com/lab-cosmo/software-cookbook,The COSMO cookbook contains recipes for atomic-scale modelling for materials and molecules.,8,True,,lab-cosmo/software-cookbook,https://github.com/lab-cosmo/software-cookbook,2023-05-23 10:33:47,2024-06-14 12:30:21.000,2024-06-14 12:22:34,65.0,21.0,1.0,16.0,52.0,3.0,9.0,7.0,,,,9.0,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,
226,GEOM,,datasets,,https://github.com/learningmatter-mit/geom,GEOM: Energy-annotated molecular conformations.,7,False,['drug-discovery'],learningmatter-mit/geom,https://github.com/learningmatter-mit/geom,2020-06-03 17:58:37,2022-04-24 18:57:39.000,2022-04-24 18:57:39,95.0,,24.0,10.0,,1.0,11.0,183.0,,,,2.0,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,
227,PhysNet,,ml-iap,MIT,https://github.com/MMunibas/PhysNet,Code for training PhysNet models.,7,False,['electrostatics'],MMunibas/PhysNet,https://github.com/MMunibas/PhysNet,2019-03-28 09:05:22,2022-10-16 17:45:42.000,2020-12-07 11:09:20,4.0,,27.0,9.0,1.0,5.0,,89.0,,,,2.0,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,
228,DTNN,,rep-learn,MIT,https://github.com/atomistic-machine-learning/dtnn,Deep Tensor Neural Network.,7,False,,atomistic-machine-learning/dtnn,https://github.com/atomistic-machine-learning/dtnn,2017-03-10 14:40:05,2017-07-11 08:26:15.000,2017-07-11 08:25:39,9.0,,30.0,14.0,,,3.0,76.0,,,,2.0,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,
229,JAXChem,,general-tool,MIT,https://github.com/deepchem/jaxchem,JAXChem is a JAX-based deep learning library for complex and versatile chemical modeling.,7,False,,deepchem/jaxchem,https://github.com/deepchem/jaxchem,2020-05-11 18:54:41,2020-07-15 05:02:21.000,2020-07-15 04:55:41,96.0,,9.0,7.0,13.0,1.0,1.0,74.0,,,,3.0,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,
230,Cormorant,,rep-learn,https://github.com/risilab/cormorant/blob/master/LICENSE,https://github.com/risilab/cormorant,Codebase for Cormorant Neural Networks.,7,False,,risilab/cormorant,https://github.com/risilab/cormorant,2019-10-27 18:22:07,2022-05-11 12:49:05.000,2020-03-11 15:25:51,160.0,,11.0,6.0,1.0,3.0,,60.0,,,,2.0,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,
231,MACE-Jax,,ml-iap,MIT,https://github.com/ACEsuit/mace-jax,Equivariant machine learning interatomic potentials in JAX.,7,True,,ACEsuit/mace-jax,https://github.com/ACEsuit/mace-jax,2023-02-06 12:10:16,2023-10-04 08:07:35.000,2023-10-04 08:07:35,207.0,,2.0,10.0,1.0,2.0,3.0,48.0,,,,2.0,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,
232,SIMPLE-NN v2,,ml-iap,GPL-3.0,https://github.com/MDIL-SNU/SIMPLE-NN_v2,,7,False,,MDIL-SNU/SIMPLE-NN_v2,https://github.com/MDIL-SNU/SIMPLE-NN_v2,2021-03-02 09:36:49,2023-12-29 02:08:47.000,2023-12-29 02:08:47,504.0,,17.0,5.0,88.0,4.0,9.0,38.0,,,,13.0,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,
233,uncertainty_benchmarking,,general-tool,,https://github.com/ulissigroup/uncertainty_benchmarking,Various code/notebooks to benchmark different ways we could estimate uncertainty in ML predictions.,7,False,"['benchmarking', 'probabilistic']",ulissigroup/uncertainty_benchmarking,https://github.com/ulissigroup/uncertainty_benchmarking,2019-08-28 19:39:28,2021-06-07 23:29:39.000,2021-06-07 23:27:19,265.0,,7.0,6.0,1.0,,,37.0,,,,4.0,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,
234,GAP,,ml-iap,https://github.com/libAtoms/GAP/blob/main/LICENSE.md,https://libatoms.github.io/,Gaussian Approximation Potential (GAP).,7,True,,libAtoms/GAP,https://github.com/libAtoms/GAP,2021-03-22 14:48:56,2024-03-20 17:51:58.000,2024-03-20 17:51:58,203.0,2.0,20.0,10.0,64.0,,,37.0,,,,13.0,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,
235,torchchem,,general-tool,MIT,https://github.com/deepchem/torchchem,An experimental repo for experimenting with PyTorch models.,7,False,,deepchem/torchchem,https://github.com/deepchem/torchchem,2020-03-07 17:06:44,2023-03-24 23:13:19.000,2020-05-01 20:12:23,49.0,,13.0,8.0,27.0,2.0,1.0,34.0,,,,5.0,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,
236,MACE-tutorials,,educational,MIT,https://github.com/ilyes319/mace-tutorials,Another set of tutorials for the MACE interatomic potential by one of the authors.,7,True,"['ml-iap', 'rep-learn', 'md']",ilyes319/mace-tutorials,https://github.com/ilyes319/mace-tutorials,2023-09-11 18:09:18,2023-10-10 11:09:34.000,2023-10-10 11:09:34,5.0,,8.0,3.0,,1.0,,27.0,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,
237,ALF,,ml-iap,https://github.com/lanl/ALF/blob/main/LICENSE,https://github.com/lanl/ALF,A framework for performing active learning for training machine-learned interatomic potentials.,7,True,['active-learning'],lanl/alf,https://github.com/lanl/ALF,2023-01-04 23:13:24,2024-06-04 18:50:58.000,2024-05-28 21:26:43,148.0,2.0,11.0,8.0,27.0,,,25.0,,,,5.0,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,
238,escnn_jax,,rep-learn,https://github.com/emilemathieu/escnn_jax/blob/master/LICENSE,https://github.com/emilemathieu/escnn_jax,Equivariant Steerable CNNs Library for Pytorch https://quva-lab.github.io/escnn/.,7,True,,emilemathieu/escnn_jax,https://github.com/emilemathieu/escnn_jax,2023-06-15 09:45:45,2023-06-28 14:40:32.000,2023-06-28 14:39:56,203.0,,2.0,,,,,25.0,,,,8.0,escnn_jax,,,,https://pypi.org/project/escnn_jax,,,,,,3.0,,,,,,,,,,,,,,,,,,
239,SkipAtom,,rep-eng,MIT,https://github.com/lantunes/skipatom,"Distributed representations of atoms, inspired by the Skip-gram model.",7,False,,lantunes/skipatom,https://github.com/lantunes/skipatom,2021-06-19 13:09:13,2023-07-16 19:28:39.000,2022-05-04 13:18:30,46.0,,3.0,2.0,7.0,3.0,1.0,23.0,,,1.0,,skipatom,conda-forge/skipatom,,,https://pypi.org/project/skipatom,26.0,85.0,https://anaconda.org/conda-forge/skipatom,2023-06-18 08:42:05.505,1371.0,3.0,,,,,,,,,,,,,,,,,,
240,BOSS,,materials-discovery,,https://gitlab.com/cest-group/boss,Bayesian Optimization Structure Search (BOSS).,7,False,['probabilistic'],,,2020-02-12 08:48:33,2020-02-12 08:48:33.000,,,,10.0,,,4.0,25.0,19.0,,,18.0,,aalto-boss,,,,https://pypi.org/project/aalto-boss,267.0,267.0,,,,2.0,,,,,,,,,,,,,,,cest-group/boss,https://gitlab.com/cest-group/boss,,
241,Libnxc,,ml-dft,MPL-2.0,https://github.com/semodi/libnxc,A library for using machine-learned exchange-correlation functionals for density-functional theory.,7,False,"['lang-cpp', 'lang-fortran']",semodi/libnxc/,https://github.com/semodi/libnxc,2020-07-01 18:21:50,2021-09-18 14:53:52.000,2021-08-14 16:26:32,100.0,,4.0,2.0,3.0,13.0,3.0,15.0,,,2.0,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,
242,NICE,,rep-eng,MIT,https://github.com/lab-cosmo/nice,NICE (N-body Iteratively Contracted Equivariants) is a set of tools designed for the calculation of invariant and..,7,True,,lab-cosmo/nice,https://github.com/lab-cosmo/nice,2020-07-03 08:47:41,2024-04-15 14:39:34.000,2024-04-15 14:39:33,233.0,2.0,3.0,18.0,7.0,2.0,1.0,13.0,,,1.0,4.0,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,
243,MLXDM,,ml-iap,MIT,https://github.com/RowleyGroup/MLXDM,A Neural Network Potential with Rigorous Treatment of Long-Range Dispersion https://doi.org/10.1039/D2DD00150K.,7,True,['long-range'],RowleyGroup/MLXDM,https://github.com/RowleyGroup/MLXDM,2022-05-03 17:47:26,2024-06-12 15:50:30.000,2024-06-12 15:50:27,36.0,3.0,2.0,5.0,,,,5.0,,,,7.0,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,
244,MAChINE,,educational,MIT,https://github.com/aimat-lab/MAChINE,Client-Server Web App to introduce usage of ML in materials science to beginners.,7,False,,aimat-lab/MAChINE,https://github.com/aimat-lab/MAChINE,2023-04-17 14:29:06,2023-09-29 14:20:12.000,2023-09-29 10:20:31,1026.0,,,,7.0,9.0,23.0,1.0,,,,7.0,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,
245,ML4pXRDs,,rep-learn,MIT,https://github.com/aimat-lab/ML4pXRDs,Contains code to train neural networks based on simulated powder XRDs from synthetic crystals.,7,True,"['xrd', 'single-paper']",aimat-lab/ML4pXRDs,https://github.com/aimat-lab/ML4pXRDs,2022-12-01 16:24:29,2023-07-14 08:17:06.000,2023-07-14 08:17:04,1320.0,,,3.0,,,,,2023-03-22 11:04:31,1.0,1.0,,,,,,,,0.0,,,,3.0,,,,,,2.0,,,,,,,,,,,,
246,The Collection of Database and Dataset Resources in Materials Science,,community,,https://github.com/sedaoturak/data-resources-for-materials-science,"A list of databases, datasets and books/handbooks where you can find materials properties for machine learning..",6,True,['datasets'],sedaoturak/data-resources-for-materials-science,https://github.com/sedaoturak/data-resources-for-materials-science,2021-02-20 06:38:45,2024-06-07 15:51:11.000,2024-06-07 15:51:11,30.0,2.0,39.0,12.0,2.0,1.0,1.0,237.0,,,,2.0,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,
247,tensorfieldnetworks,,rep-learn,MIT,https://github.com/tensorfieldnetworks/tensorfieldnetworks,,6,False,,tensorfieldnetworks/tensorfieldnetworks,https://github.com/tensorfieldnetworks/tensorfieldnetworks,2018-02-09 23:18:13,2020-01-07 17:22:16.000,2020-01-07 17:22:15,10.0,,28.0,9.0,2.0,1.0,2.0,149.0,,,,2.0,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,
248,AI4Science101,,educational,,https://github.com/deepmodeling/AI4Science101,AI for Science.,6,False,,deepmodeling/AI4Science101,https://github.com/deepmodeling/AI4Science101,2022-06-19 02:26:48,2024-04-11 02:15:55.000,2022-09-04 02:06:18,139.0,,13.0,9.0,29.0,,1.0,82.0,,,,5.0,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,
249,DeepH-E3,,ml-dft,MIT,https://github.com/Xiaoxun-Gong/DeepH-E3,General framework for E(3)-equivariant neural network representation of density functional theory Hamiltonian.,6,False,['magnetism'],Xiaoxun-Gong/DeepH-E3,https://github.com/Xiaoxun-Gong/DeepH-E3,2023-03-16 11:25:58,2023-04-04 13:27:01.000,2023-04-04 13:26:27,16.0,,16.0,6.0,,7.0,6.0,59.0,,,,2.0,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,
250,Applied AI for Materials,,educational,,https://github.com/WardLT/applied-ai-for-materials,Course materials for Applied AI for Materials Science and Engineering.,6,False,,WardLT/applied-ai-for-materials,https://github.com/WardLT/applied-ai-for-materials,2020-10-12 19:39:06,2022-03-12 02:26:58.000,2022-03-12 02:26:41,107.0,,31.0,4.0,13.0,5.0,,55.0,,,,2.0,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,
251,DeepDFT,,ml-dft,MIT,https://github.com/peterbjorgensen/DeepDFT,Official implementation of DeepDFT model.,6,False,,peterbjorgensen/DeepDFT,https://github.com/peterbjorgensen/DeepDFT,2020-11-03 11:51:15,2023-02-28 15:37:49.000,2023-02-28 15:37:37,128.0,,7.0,1.0,,,5.0,54.0,,,,2.0,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,
252,ANI-1x Datasets,,datasets,MIT,https://github.com/aiqm/ANI1x_datasets,"The ANI-1ccx and ANI-1x data sets, coupled-cluster and density functional theory properties for organic molecules.",6,False,,aiqm/ANI1x_datasets,https://github.com/aiqm/ANI1x_datasets,2019-09-17 18:19:28,2022-04-11 17:25:55.000,2022-04-11 17:25:55,12.0,,5.0,5.0,,4.0,3.0,52.0,,,,2.0,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,
253,COMP6 Benchmark dataset,,datasets,MIT,https://github.com/isayev/COMP6,COMP6 Benchmark dataset for ML potentials.,6,False,,isayev/COMP6,https://github.com/isayev/COMP6,2017-12-29 16:58:35,2018-07-09 23:56:35.000,2018-07-09 23:56:34,27.0,,4.0,5.0,,2.0,1.0,39.0,,,,2.0,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,
254,MACE-Layer,,rep-learn,MIT,https://github.com/ACEsuit/mace-layer,Higher order equivariant graph neural networks for 3D point clouds.,6,True,,ACEsuit/mace-layer,https://github.com/ACEsuit/mace-layer,2022-11-09 17:03:41,2023-06-27 15:32:49.000,2023-06-06 10:09:58,19.0,,5.0,5.0,2.0,1.0,,32.0,,,,2.0,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,
255,chemlift,,language-models,MIT,https://github.com/lamalab-org/chemlift,Language-interfaced fine-tuning for chemistry.,6,True,,lamalab-org/chemlift,https://github.com/lamalab-org/chemlift,2023-07-10 06:54:07,2023-11-30 10:47:50.000,2023-10-14 16:50:14,36.0,,2.0,1.0,1.0,11.0,7.0,29.0,2023-11-30 19:42:07,0.0.1,1.0,2.0,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,
256,milad,,rep-eng,GPL-3.0,https://github.com/muhrin/milad,Moment Invariants Local Atomic Descriptor.,6,False,['generative'],muhrin/milad,https://github.com/muhrin/milad,2020-04-23 09:14:24,2022-12-03 10:40:05.000,2022-12-03 10:39:59,110.0,,1.0,4.0,,,,28.0,,,,,,,1.0,1.0,,,,,,,3.0,,,,,,,,,,,,,,,,,,
257,charge_transfer_nnp,,rep-learn,MIT,https://github.com/pfnet-research/charge_transfer_nnp,Graph neural network potential with charge transfer.,6,False,['electrostatics'],pfnet-research/charge_transfer_nnp,https://github.com/pfnet-research/charge_transfer_nnp,2022-04-06 01:48:18,2022-04-06 01:53:35.000,2022-04-06 01:53:22,1.0,,8.0,12.0,,,,27.0,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,
258,Mat2Spec,,ml-dft,MIT,https://github.com/gomes-lab/Mat2Spec,,6,False,['spectroscopy'],gomes-lab/Mat2Spec,https://github.com/gomes-lab/Mat2Spec,2022-01-17 11:45:57,2022-04-17 17:12:29.000,2022-04-17 17:12:29,8.0,,10.0,,,,,26.0,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,
259,SciBot,,language-models,,https://github.com/CFN-softbio/SciBot,SciBot is a simple demo of building a domain-specific chatbot for science.,6,True,,CFN-softbio/SciBot,https://github.com/CFN-softbio/SciBot,2023-06-12 12:41:44,2024-04-19 18:34:24.000,2024-04-19 18:17:00,22.0,1.0,8.0,6.0,,,,26.0,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,
260,MLIP-3,,ml-iap,BSD-2-Clause,https://gitlab.com/ashapeev/mlip-3,MLIP-3: Active learning on atomic environments with Moment Tensor Potentials (MTP).,6,False,['lang-cpp'],,,2023-04-24 14:05:53,2023-04-24 14:05:53.000,,,,6.0,,,22.0,6.0,25.0,,,0.0,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,ashapeev/mlip-3,https://gitlab.com/ashapeev/mlip-3,,
261,SA-GPR,,rep-eng,LGPL-3.0,https://github.com/dilkins/TENSOAP,Public repository for symmetry-adapted Gaussian Process Regression (SA-GPR).,6,False,['lang-c'],dilkins/TENSOAP,https://github.com/dilkins/TENSOAP,2020-05-04 14:19:01,2023-04-07 09:58:08.000,2022-09-29 09:30:45,25.0,,11.0,3.0,10.0,2.0,5.0,18.0,2020-12-17 16:51:47,2020.0,1.0,5.0,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,
262,GLAMOUR,,rep-learn,MIT,https://github.com/learningmatter-mit/GLAMOUR,Graph Learning over Macromolecule Representations.,6,False,['single-paper'],learningmatter-mit/GLAMOUR,https://github.com/learningmatter-mit/GLAMOUR,2021-08-20 18:16:40,2022-12-31 17:56:21.000,2022-12-31 17:56:21,14.0,,6.0,3.0,,,8.0,18.0,2021-08-23 18:58:52,0.1,1.0,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,
263,AGOX,,materials-discovery,GPL-3.0,https://gitlab.com/agox/agox,AGOX is a package for global optimization of atomic system using e.g. the energy calculated from density functional..,6,False,['structure-optimization'],,,2022-03-08 09:08:13,2022-03-08 09:08:13.000,,,,4.0,,,14.0,9.0,13.0,,,2.0,,agox,,,,https://pypi.org/project/agox,27.0,27.0,,,,2.0,,,,,,,,,,,,,,,agox/agox,https://gitlab.com/agox/agox,,
264,CatGym,,reinforcement-learning,GPL,https://github.com/ulissigroup/catgym,Surface segregation using Deep Reinforcement Learning.,6,False,,ulissigroup/catgym,https://github.com/ulissigroup/catgym,2019-08-06 19:25:27,2021-08-30 17:05:36.000,2021-08-30 17:05:32,162.0,,2.0,4.0,,1.0,,11.0,,,,7.0,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,
265,testing-framework,,ml-iap,,https://github.com/libAtoms/testing-framework,The purpose of this repository is to aid the testing of a large number of interatomic potentials for a variety of..,6,False,['benchmarking'],libAtoms/testing-framework,https://github.com/libAtoms/testing-framework,2020-03-04 11:43:15,2022-02-10 17:23:46.000,2022-02-10 17:23:46,225.0,,6.0,16.0,10.0,5.0,3.0,11.0,,,,11.0,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,
266,SOMD,,md,AGPL-3.0,https://github.com/initqp/somd,Molecular dynamics package designed for the SIESTA DFT code.,6,True,"['ml-iap', 'active-learning']",initqp/somd,https://github.com/initqp/somd,2023-03-09 19:00:41,2024-05-22 20:56:23.000,2024-05-22 20:53:15,300.0,27.0,2.0,1.0,11.0,,1.0,11.0,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,
267,PANNA,,ml-iap,MIT,https://gitlab.com/PANNAdevs/panna,A package to train and validate all-to-all connected network models for BP[1] and modified-BP[2] type local atomic..,6,False,['benchmarking'],,,2018-11-09 10:47:48,2018-11-09 10:47:48.000,,,,10.0,,,,,9.0,,,2.0,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,PANNAdevs/panna,https://gitlab.com/PANNAdevs/panna,,
268,MAPI_LLM,,language-models,MIT,https://github.com/maykcaldas/MAPI_LLM,A LLM application developed during the LLM March MADNESS Hackathon https://doi.org/10.1039/D3DD00113J.,6,True,['dataset'],maykcaldas/MAPI_LLM,https://github.com/maykcaldas/MAPI_LLM,2023-03-30 04:24:54,2024-04-20 03:16:17.000,2024-04-11 22:22:28,31.0,7.0,2.0,1.0,7.0,,,8.0,2023-06-29 18:48:44,0.0.1,1.0,2.0,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,
269,fplib,,rep-eng,MIT,https://github.com/zhuligs/fplib,a fingerprint library.,6,False,"['lang-c', 'single-paper']",zhuligs/fplib,https://github.com/zhuligs/fplib,2015-09-07 08:18:27,2022-02-09 05:31:21.000,2022-02-09 05:31:12,37.0,,2.0,3.0,,,3.0,7.0,2021-02-03 21:40:23,pub,1.0,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,
270,SOAPxx,,rep-eng,GPL-2.0,https://github.com/capoe/soapxx,A SOAP implementation.,6,False,['lang-cpp'],capoe/soapxx,https://github.com/capoe/soapxx,2016-03-29 10:00:00,2020-03-27 13:47:44.000,2020-03-27 13:47:36,289.0,,3.0,3.0,1.0,,2.0,7.0,,,,4.0,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,
271,Equisolve,,general-tool,BSD-3-Clause,https://github.com/lab-cosmo/equisolve,A ML toolkit package utilizing the metatensor data format to build models for the prediction of equivariant properties..,6,True,['ml-iap'],lab-cosmo/equisolve,https://github.com/lab-cosmo/equisolve,2022-10-04 15:29:19,2023-10-27 10:03:59.000,2023-10-27 09:55:17,55.0,,1.0,17.0,43.0,19.0,4.0,5.0,,,,6.0,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,
272,MEGAN: Multi Explanation Graph Attention Student,,xai,MIT,https://github.com/aimat-lab/graph_attention_student,Minimal implementation of graph attention student model architecture.,6,True,,aimat-lab/graph_attention_student,https://github.com/aimat-lab/graph_attention_student,2022-07-28 06:22:50,2024-06-07 09:17:37.000,2024-06-07 09:17:33,80.0,25.0,1.0,3.0,1.0,,1.0,5.0,,,,2.0,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,
273,MEGAN,,xai,MIT,https://github.com/aimat-lab/graph_attention_student,Minimal implementation of graph attention student model architecture.,6,True,"['xai', 'rep-learn']",aimat-lab/graph_attention_student,https://github.com/aimat-lab/graph_attention_student,2022-07-28 06:22:50,2024-06-07 09:17:37.000,2024-06-07 09:17:33,80.0,25.0,1.0,3.0,1.0,,1.0,5.0,,,,2.0,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,
274,COSMO tools,,others,,https://github.com/lab-cosmo/cosmo-tools,"Scripts, jupyter nbs, and general helpful stuff from COSMO by COSMO.",6,False,,lab-cosmo/cosmo-tools,https://github.com/lab-cosmo/cosmo-tools,2018-11-06 09:40:00,2024-05-24 05:53:06.000,2024-05-24 05:53:06,63.0,1.0,4.0,24.0,,,,4.0,,,,4.0,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,True,
275,cnine,,math,,https://github.com/risi-kondor/cnine,Cnine tensor library.,6,False,['lang-cpp'],risi-kondor/cnine,https://github.com/risi-kondor/cnine,2022-10-07 20:54:54,2024-06-12 06:22:06.000,2024-05-16 04:59:42,371.0,14.0,3.0,2.0,3.0,,1.0,4.0,,,,4.0,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,https://risi-kondor.github.io/cnine/
276,soap_turbo,,rep-eng,https://github.com/libAtoms/soap_turbo/blob/master/LICENSE.md,https://github.com/libAtoms/soap_turbo,soap_turbo comprises a series of libraries to be used in combination with QUIP/GAP and TurboGAP.,6,False,['lang-fortran'],libAtoms/soap_turbo,https://github.com/libAtoms/soap_turbo,2021-03-19 15:20:25,2024-06-12 08:20:15.000,2023-05-24 09:42:00,36.0,,6.0,8.0,,5.0,3.0,4.0,,,,2.0,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,
277,pyLODE,,rep-eng,Apache-2.0,https://github.com/ceriottm/lode,Pythonic implementation of LOng Distance Equivariants.,6,False,['electrostatics'],ceriottm/lode,https://github.com/ceriottm/lode,2022-01-19 17:01:38,2023-07-05 09:57:29.000,2023-07-05 09:57:14,241.0,,1.0,3.0,,1.0,,2.0,,,,4.0,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,
278,OPTIMADE providers dashboard,,datasets,,https://www.optimade.org/providers-dashboard/,A dashboard of known providers.,6,False,,Materials-Consortia/providers-dashboard,https://github.com/Materials-Consortia/providers-dashboard,2020-06-17 16:15:07,2024-06-14 07:45:50.000,2024-06-14 07:45:50,134.0,17.0,3.0,19.0,138.0,10.0,18.0,1.0,,,,7.0,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,
279,Computational Autonomy for Materials Discovery (CAMD),,materials-discovery,Apache-2.0,https://github.com/ulissigroup/CAMD,Agent-based sequential learning software for materials discovery.,6,False,,ulissigroup/CAMD,https://github.com/ulissigroup/CAMD,2023-01-10 19:42:57,2023-01-10 19:49:35.000,2023-01-10 19:49:13,1336.0,,,1.0,,,,1.0,,,,17.0,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,
280,ACE1Pack.jl,,ml-iap,MIT,https://github.com/ACEsuit/ACE1pack.jl,"Provides convenience functionality for the usage of ACE1.jl, ACEfit.jl, JuLIP.jl for fitting interatomic potentials..",6,True,['lang-julia'],ACEsuit/ACE1pack.jl,https://github.com/ACEsuit/ACE1pack.jl,2023-08-21 16:25:00,2023-08-21 16:30:19.000,2023-08-21 15:48:54,547.0,,,1.0,,,,,,,,11.0,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,https://acesuit.github.io/ACE1pack.jl
281,SchNOrb,,ml-wft,MIT,https://github.com/atomistic-machine-learning/SchNOrb,Unifying machine learning and quantum chemistry with a deep neural network for molecular wavefunctions.,5,False,,atomistic-machine-learning/SchNOrb,https://github.com/atomistic-machine-learning/SchNOrb,2019-09-17 12:41:48,2019-09-17 14:31:47.000,2019-09-17 14:31:19,2.0,,19.0,5.0,,1.0,,58.0,,,,2.0,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,
282,Machine Learning for Materials Hard and Soft,,educational,,https://github.com/CompPhysVienna/MLSummerSchoolVienna2022,ESI-DCAFM-TACO-VDSP Summer School on Machine Learning for Materials Hard and Soft.,5,False,,CompPhysVienna/MLSummerSchoolVienna2022,https://github.com/CompPhysVienna/MLSummerSchoolVienna2022,2022-07-01 08:42:41,2022-07-22 08:10:24.000,2022-07-22 08:10:24,49.0,,17.0,1.0,14.0,,,34.0,,,,11.0,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,
